chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr2	29252505	29255005	1259.0	304.0	-2.04654258593703	Edc4	0.2420634920634921
chr14	63543482	63545982	465.0	111.0	-2.056831222596676	Elfn1	0.240343347639485
chr15	79658456	79660956	1482.0	339.0	-2.124911946316929	Endod1	0.2292650033715441
chr9	37432746	37435246	701.0	159.0	-2.1333991254171982	Erbb2	0.2279202279202279
chr2	180587245	180589745	1378.0	312.0	-2.139387894581362	Erich3	0.2269760696156635
chr4	124861671	124864171	590.0	132.0	-2.1517318846763427	Exoc6b	0.2250423011844332
chr11	4159793	4162293	789.0	172.0	-2.1910806154277407	Fam120c	0.2189873417721518
chr8	122550829	122553329	921.0	199.0	-2.2047667506546134	Fam227a	0.2169197396963123
chr17	83631395	83633895	333.0	71.0	-2.21377929103174	Fgl2	0.215568862275449
chr7	140955487	140957987	1302.0	274.0	-2.2443335601561127	Fhod3	0.2110514198004604
chr11	118401592	118404092	1104.0	227.0	-2.276940640114052	Fndc10	0.2063348416289593
chr14	54912632	54915132	739.0	147.0	-2.321928094887362	Fndc5	0.2
chr8	128356604	128359104	1258.0	248.0	-2.3380606356509355	Fras1	0.1977760127084988
chr3	32815546	32818046	518.0	101.0	-2.347165386386385	Furin	0.1965317919075144
chr17	36120965	36123465	787.0	153.0	-2.355265278761475	Fzd8	0.1954314720812182
chr17	32534558	32537058	690.0	134.0	-2.355726303337428	Gab2	0.195369030390738
chr11	114763388	114765888	670.0	127.0	-2.3901689562001835	Gabrb3	0.1907600596125186
chr3	54753582	54756082	694.0	131.0	-2.3964750482524164	Gan	0.1899280575539568
chr4	46649709	46652209	526.0	98.0	-2.412302531557605	Gbp6	0.1878557874762808
chr1	153549545	153552045	733.0	136.0	-2.421604169882686	Gbx2	0.1866485013623978
chr11	120230947	120233447	1375.0	255.0	-2.426264754702098	Gfra2	0.1860465116279069
chr11	99039244	99041744	1076.0	199.0	-2.428946344769483	Gja1	0.1857010213556174
chr14	55488651	55491151	754.0	139.0	-2.431049817267475	Gria4	0.1854304635761589
chr8	117156135	117158635	520.0	95.0	-2.440177061557352	Grk3	0.1842610364683301
chr10	86498396	86500896	973.0	176.0	-2.460172411999345	Gucy1a2	0.1817248459958932
chr7	16127826	16130326	1377.0	249.0	-2.4625758880422044	Gulp1	0.1814223512336719
chr3	90389438	90391938	845.0	152.0	-2.467126010427298	H2-T10	0.1808510638297872
chr7	143756485	143758985	836.0	147.0	-2.499630446921394	Hectd4	0.1768219832735962
chr3	89912696	89915196	927.0	163.0	-2.5004289905094885	Hexa	0.1767241379310344
chr9	34483894	34486394	565.0	98.0	-2.515301622752273	Hs3st3a1	0.1749116607773851
chr9	58249286	58251786	735.0	120.0	-2.6046987187824184	Hsdl2	0.1644021739130434
chr3	123235649	123238149	856.0	139.0	-2.6138683771675333	Hunk	0.1633605600933489
chr2	118777719	118780219	1617.0	262.0	-2.621076903137676	Ifit1bl2	0.1625463535228676
chr7	126200001	126202501	776.0	125.0	-2.6244908649077936	Ifitm2	0.1621621621621621
chr17	46545888	46548388	984.0	158.0	-2.631096959059384	Igfbp2	0.1614213197969542
chr7	99827917	99830417	501.0	80.0	-2.631693551066147	Igfbp3	0.1613545816733067
chr15	98870704	98873204	949.0	151.0	-2.643856189774725	Igfbp4	0.1599999999999999
chr8	90347843	90350343	1278.0	199.0	-2.6769443591069124	Igfbp5	0.1563721657544956
chr19	60753987	60756487	532.0	81.0	-2.700439718141092	Igsf9b	0.1538461538461538
chr6	90484427	90486927	801.0	122.0	-2.7049439211156807	Il1r1	0.1533665835411471
chr11	120726781	120729281	1584.0	242.0	-2.7054546214209885	Il6ra	0.1533123028391167
chr5	21370642	21373142	946.0	143.0	-2.7172956140260727	Inhbb	0.1520591341077085
chr17	32916842	32919342	484.0	70.0	-2.772093817569808	Insm1	0.1463917525773195
chr18	79108891	79111391	636.0	92.0	-2.7759907511482687	Insyn2a	0.1459968602825745
chr11	77724783	77727283	838.0	118.0	-2.81770923713188	Irf7	0.1418355184743742
chr3	54915387	54917887	402.0	56.0	-2.821746014363226	Kank4	0.141439205955335
chr15	32242810	32245310	1942.0	263.0	-2.879676066226891	Kcnd3os	0.1358723623262995
chr7	31126503	31129003	855.0	115.0	-2.883485991273575	Kcng1	0.1355140186915887
chr1	119421748	119424248	1010.0	131.0	-2.937173162544561	Kcng3	0.1305637982195845
chr19	23447942	23450442	781.0	99.0	-2.967168607532628	Kcnma1	0.1278772378516623
chr7	141443525	141446025	1058.0	133.0	-2.982397683534564	Kcnq5	0.1265344664778092
chr15	103501034	103503534	1035.0	125.0	-3.039528364186637	Kif19a	0.1216216216216216
chr1	131137840	131140340	753.0	90.0	-3.050626073069968	Kirrel3	0.1206896551724137
chr4	98817037	98819537	1077.0	129.0	-3.051773649724051	Klc2	0.1205936920222634
chr7	45333280	45335780	914.0	108.0	-3.0694436083944785	Klrg2	0.1191256830601092
chr17	43566098	43568598	560.0	64.0	-3.1094891475803386	Kmt2d	0.1158645276292335
chr10	117627500	117630000	1291.0	146.0	-3.1357180098575608	Kmt2e	0.1137770897832817
chrX	82946870	82949370	8.0	0.0	-3.1699250014423126	Lasp1	0.111111111111111
chr14	31216446	31218946	1300.0	142.0	-3.185533909939406	Layn	0.1099154496541122
chr18	9210163	9212663	682.0	71.0	-3.245816766847778	Lgals3bp	0.1054172767203513
chr19	31764533	31767033	464.0	48.0	-3.2463770618801857	Lhfpl2	0.1053763440860214
chr6	38636742	38639242	768.0	78.0	-3.283059039784724	Lrp2	0.1027308192457737
chr6	37299684	37302184	1124.0	109.0	-3.35434957257974	Lrp4	0.0977777777777777
chr11	78463697	78466197	1202.0	115.0	-3.3744399320485043	Lrrk2	0.0964256026600166
chr8	3351415	3353915	496.0	46.0	-3.402513189884649	Lurap1	0.0945674044265593
chr2	165234353	165236853	1335.0	123.0	-3.429507982087177	Lypd1	0.092814371257485
chr11	60914250	60916750	929.0	85.0	-3.434822151293296	Mafb	0.0924731182795698
chr2	27027498	27029998	811.0	74.0	-3.436517226689295	Mamdc2	0.0923645320197044
chr3	105452455	105454955	878.0	79.0	-3.457791260256042	Mamld1	0.0910125142207053
chr2	69585565	69588065	1063.0	92.0	-3.516123624393158	Maneal	0.087406015037594
chr1	84695721	84698221	621.0	53.0	-3.5258832679671337	Mapre3	0.0868167202572347
chr1	72822503	72825003	1050.0	90.0	-3.529752313763482	Mctp1	0.0865842055185537
chr19	5118060	5120560	675.0	57.0	-3.5428984411546125	Me3	0.0857988165680473
chr11	7213423	7215923	1182.0	99.0	-3.564378168565064	Micall1	0.0845308537616229
chr6	83163920	83166420	769.0	64.0	-3.5663468225538093	Mob3c	0.0844155844155844
chr3	124318855	124321355	248.0	20.0	-3.567684509289321	Mpp2	0.0843373493975903
chr10	60752294	60754794	1071.0	89.0	-3.5742360941280977	Mtmr9	0.083955223880597
chr16	35936470	35938970	515.0	42.0	-3.584962500721156	Mx1	0.0833333333333333
chr13	55513176	55515676	831.0	67.0	-3.6129768768907526	Mxra8	0.0817307692307692
chr7	128521616	128524116	1392.0	108.0	-3.675795217824328	Myo19	0.078248384781048
chrX	71048240	71050740	655.0	50.0	-3.685126662646588	Naaladl2	0.0777439024390243
chr2	152103516	152106016	657.0	48.0	-3.7472339296200334	Nanos1	0.0744680851063829
chr15	39196261	39198761	527.0	36.0	-3.834940753729504	Natd1	0.0700757575757575
chr7	97079586	97082086	1031.0	70.0	-3.861480135918572	Nav3	0.0687984496124031
chr9	90161069	90163569	1256.0	82.0	-3.920729503073583	Ndp	0.066030230708035
chr16	90384013	90386513	798.0	51.0	-3.941611974786885	Ndrg4	0.065081351689612
chrX	103821483	103823983	1029.0	66.0	-3.942339431612808	Neu3	0.0650485436893203
chr17	45553703	45556203	950.0	60.0	-3.962564193297677	Nfkbie	0.0641430073606729
chr2	27884425	27886925	1422.0	90.0	-3.966925306327786	Nisch	0.0639494026704146
chr1	133920914	133923414	1138.0	71.0	-3.9836270302658	Npdc1	0.0632133450395083
chr9	3530778	3533278	709.0	43.0	-4.012243595754748	Npl	0.0619718309859154
chr2	129590835	129593335	646.0	38.0	-4.052219683130259	Nrp1	0.0602782071097372
chr4	63212004	63214504	814.0	48.0	-4.055946405003232	Ntng2	0.060122699386503
chr14	54577058	54579558	876.0	51.0	-4.07599331430364	Ntrk3	0.0592930444697833
chr5	120503125	120505625	1055.0	61.0	-4.0901978089715785	Nuak2	0.0587121212121212
chr16	4637941	4640441	1110.0	64.0	-4.095275288360638	Ogfr	0.0585058505850585
chr8	45410580	45413080	361.0	20.0	-4.107528464304445	Orai2	0.0580110497237569
chr1	163313210	163315710	553.0	31.0	-4.113742166049188	Osbpl5	0.0577617328519855
chr12	79295804	79298304	617.0	34.0	-4.142180010959408	Parp9	0.0566343042071197
chr2	104711669	104714169	744.0	35.0	-4.371171613907212	Pcdh19	0.0483221476510067
chr5	138996870	138999370	1906.0	80.0	-4.557239125428131	Pde1b	0.0424750917671735
chr9	59537540	59540040	1700.0	71.0	-4.562242424221073	Pde1c	0.0423280423280423
chr7	110625661	110628161	1445.0	58.0	-4.615208787589276	Pdgfa	0.0408022130013831
chr7	101315086	101317586	1215.0	48.0	-4.633217669328377	Pdlim7	0.0402960526315789
chr2	164443387	164445887	624.0	23.0	-4.7027498788282935	Peg13	0.0383999999999999
chr2	168281236	168283736	582.0	21.0	-4.727920454563199	Phyhipl	0.0377358490566037
chr16	74411325	74413825	1523.0	56.0	-4.74075717332858	Pid1	0.0374015748031496
chr13	76382535	76385035	652.0	22.0	-4.827377225489418	Pidd1	0.0352220520673813
chr5	113015291	113017791	1468.0	48.0	-4.905908836441071	Piezo1	0.0333560245064669
chr4	59579563	59582063	1385.0	45.0	-4.913149586080201	Pla2g7	0.0331890331890331
chr5	3802425	3804925	691.0	19.0	-5.112700132749362	Plbd2	0.0289017341040462
chr7	74554280	74556780	822.0	22.0	-5.161186664364613	Plxna2	0.0279465370595382
chr4	128805545	128808045	1154.0	31.0	-5.17367713630342	Pml	0.0277056277056277
chr7	142387538	142390038	1615.0	37.0	-5.410283969308209	Podn	0.0235148514851485
chr11	98410470	98412970	619.0	12.0	-5.575684687133145	Ppp1r13b	0.0209677419354838
chr18	24706623	24709123	869.0	17.0	-5.594946589293778	Ppp1r1a	0.0206896551724137
chr13	74007407	74009907	1064.0	20.0	-5.66432029233444	Prelp	0.0197183098591549
chr17	26939253	26941753	1657.0	31.0	-5.69522829149575	Prkg1	0.0193003618817852
chr4	116150838	116153338	1337.0	23.0	-5.800899899920305	Prr5	0.0179372197309417
chr8	105965597	105968097	1419.0	21.0	-6.012243595754748	Prrx1	0.0154929577464788
chr7	57417692	57420192	83.0	0.0	-6.392317422778761	Ptprk	0.0119047619047619
chr10	70655465	70657965	84.0	0.0	-6.409390936137702	Rab32	0.0117647058823529
chr17	32809431	32811931	781.0	8.0	-6.44109979586504	Rapgef4	0.0115089514066496
chr17	46282526	46285026	880.0	9.0	-6.461070114033051	Rassf4	0.0113507377979568
chr2	121270907	121273407	800.0	8.0	-6.475733430966398	Reln	0.0112359550561797
chr4	155837680	155840180	1603.0	17.0	-6.477533425012608	Rhbdf1	0.0112219451371571
chr5	136170213	136172713	1186.0	11.0	-6.628141718920751	Rims2	0.0101095197978096
chr8	95674980	95677480	806.0	7.0	-6.65642486327778	Robo2	0.0099132589838909
chr7	134937930	134940430	694.0	5.0	-6.855906666889713	Robo3	0.0086330935251798
chr5	121218219	121220719	601.0	4.0	-6.91169158187234	Ryr2	0.0083056478405315
chr11	32221800	32224300	2006.0	14.0	-7.063934305754099	Ryr3	0.007473841554559
chr14	70888120	70890620	1383.0	9.0	-7.112700132749362	S100a10	0.0072254335260115
chr10	110455704	110458204	141.0	0.0	-7.149747119504682	Samd9l	0.0070422535211267
chr6	148443889	148446389	292.0	1.0	-7.194756854422248	Sbk1	0.0068259385665528
chr3	108086151	108088651	904.0	5.0	-7.236811481249411	Scaf1	0.0066298342541436
chr4	115826092	115828592	1073.0	6.0	-7.261423355927809	Scg3	0.0065176908752327
chr10	28072820	28075320	159.0	0.0	-7.321928094887363	Scn1b	0.0062499999999999
chrX	58020700	58023200	160.0	0.0	-7.330916878114617	Sdc4	0.0062111801242236
chr6	3399072	3401572	164.0	0.0	-7.366322214245816	Sec14l5	0.006060606060606
chr11	84878148	84880648	1221.0	6.0	-7.447673647761126	Sema5a	0.0057283142389525
chr7	126246862	126249362	905.0	4.0	-7.501439145158873	Serpinb5	0.0055187637969094
chrX	16911274	16913774	374.0	1.0	-7.550746785383243	Sertm1	0.0053333333333333
chr1	106859173	106861673	196.0	0.0	-7.622051819456376	Setbp1	0.0050761421319796
chr6	8192117	8194617	213.0	0.0	-7.741466986401147	Sh3rf3	0.0046728971962616
chr5	88884486	88886986	485.0	1.0	-7.92481250360578	Sirpa	0.0041152263374485
chr1	40223080	40225580	253.0	0.0	-7.988684686772165	Slc12a4	0.0039370078740157
chr19	34640243	34642743	269.0	0.0	-8.07681559705083	Slc16a2	0.0037037037037037
chr1	89930679	89933179	830.0	2.0	-8.113742166049189	Slc22a17	0.003610108303249
chr4	108095945	108098445	279.0	0.0	-8.129283016944967	Slc27a3	0.0035714285714285
chr1	194616218	194618718	286.0	0.0	-8.164906926675688	Slc29a3	0.0034843205574912
chr1	125912601	125915101	296.0	0.0	-8.214319120800766	Slc2a6	0.0033670033670033
chr3	137619612	137622112	305.0	0.0	-8.257387842692651	Slc37a2	0.0032679738562091
chr2	24762652	24765152	634.0	1.0	-8.310612781659529	Slc46a1	0.0031496062992125
chr18	72350569	72353069	326.0	0.0	-8.353146825498083	Slc49a4	0.0030581039755351
chr9	51763337	51765837	711.0	1.0	-8.475733430966399	Slc4a3	0.0028089887640449
chr17	78906492	78908992	360.0	0.0	-8.49585502688717	Slc4a4	0.002770083102493
chr13	12106445	12108945	439.0	0.0	-8.78135971352466	Slc8a2	0.0022727272727272
chr6	55449978	55452478	1365.0	2.0	-8.830779267568934	Slco3a1	0.0021961932650073
chr3	25143761	25146261	513.0	0.0	-9.005624549193879	Smad9	0.0019455252918287
chr2	152960485	152962985	518.0	0.0	-9.019590728357882	Snap91	0.001926782273603
chrX	141473576	141476076	560.0	0.0	-9.131856960608792	Srxn1	0.0017825311942959
chr12	79007127	79009627	560.0	0.0	-9.131856960608792	Stard10	0.0017825311942959
chr6	23132486	23134986	564.0	0.0	-9.14210705730255	Sult6b1	0.0017699115044247
chr2	130397074	130399574	1136.0	1.0	-9.151016538892248	Sv2a	0.001759014951627
chr12	112718455	112720955	576.0	0.0	-9.172427508645482	Syn3	0.0017331022530329
chr4	155692342	155694842	583.0	0.0	-9.189824558880018	Syngap1	0.0017123287671232
chr4	43056953	43059453	586.0	0.0	-9.197216693110052	Synpo2	0.0017035775127768
chr2	92024002	92026502	597.0	0.0	-9.224001674198105	Tbc1d2	0.0016722408026755
chr6	121243906	121246406	618.0	0.0	-9.273795599214264	Tcp11l1	0.0016155088852988
chr7	80404936	80407436	625.0	0.0	-9.290018846932618	Tent5c	0.0015974440894568
chr8	105496402	105498902	629.0	0.0	-9.29920801838728	Tjap1	0.0015873015873015
chr11	84068761	84071261	676.0	0.0	-9.403012023574997	Tlr3	0.001477104874446
chr14	24013991	24016491	679.0	0.0	-9.409390936137704	Tmc3	0.0014705882352941
chrX	168793099	168795599	695.0	0.0	-9.442943495848729	Tmem131	0.0014367816091954
chr1	36943166	36945666	708.0	0.0	-9.469641817239516	Tmem131l	0.001410437235543
chr10	10557765	10560265	710.0	0.0	-9.473705749619416	Tmem229b	0.0014064697609001
chr5	105293198	105295698	722.0	0.0	-9.497851836951115	Tmtc1	0.0013831258644536
chr7	89630392	89632892	735.0	0.0	-9.523561956057012	Tox3	0.0013586956521739
chr1	84363680	84366180	746.0	0.0	-9.544964432789238	Tppp	0.001338688085676
chr8	105878881	105881381	749.0	0.0	-9.550746785383245	Tram1l1	0.0013333333333333
chr2	181362928	181365428	755.0	0.0	-9.562242424221072	Trp53bp1	0.0013227513227513
chr15	91671175	91673675	801.0	0.0	-9.64745842645492	Trpm4	0.0012468827930174
chr7	83582927	83585427	863.0	0.0	-9.754887502163468	Ttll9	0.0011574074074074
chr2	25397351	25399851	896.0	0.0	-9.80896417491926	Unc13b	0.0011148272017837
chr6	116673452	116675952	920.0	0.0	-9.847057346091336	Usp13	0.001085776330076
chr3	96179151	96181651	1021.0	0.0	-9.99717948093762	Usp18	0.0009784735812133
chr2	148443063	148445563	1024.0	0.0	-10.001408194392807	Vasn	0.0009756097560975
chr15	103537503	103540003	1060.0	0.0	-10.051208940914766	Vegfc	0.000942507068803
chr4	129134999	129137499	1063.0	0.0	-10.055282435501187	Xpo6	0.0009398496240601
chr1	72874384	72876884	1072.0	0.0	-10.067434360756522	Zdhhc1	0.0009319664492078
chr12	111907610	111910110	1084.0	0.0	-10.083479327331842	Zdhhc24	0.0009216589861751
chr4	127167204	127169704	1120.0	0.0	-10.130570562805426	Zdhhc9	0.0008920606601248
chr5	30812641	30815141	1153.0	0.0	-10.172427508645482	Zfp362	0.0008665511265164
chr3	84039675	84042175	1167.0	0.0	-10.189824558880018	Zfp811	0.0008561643835616
chr8	86580186	86582686	1242.0	0.0	-10.279610581052484	Zfp946	0.0008045052292839
chr2	91455511	91458011	1345.0	0.0	-10.394462694610317	Zfp949	0.00074294205052
chr7	84086002	84088502	1364.0	0.0	-10.414685235807214	Zfyve26	0.0007326007326007
chr5	139905943	139908443	1397.0	0.0	-10.449148645375436	Zgpat	0.0007153075822603
chr15	84667620	84670120	2408.0	0.0	-11.23421867823847	Zic3	0.0004151100041511
