chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation
chr6	91210455	91212955	2.165938785673012	0.0	1.082969392836506		1.0
chr7	16450779	16453279	3.955192565142021	0.0	1.9775962825710105		1.0
chr7	19147722	19150222	4.896905080652027	0.0	2.4484525403260133		1.0
chr7	19506395	19508895	3.295993804285018	0.0	1.647996902142509		1.0
chr7	25297486	25299986	1.1677235192324065	0.0	0.5838617596162032		1.0
chr7	31050967	31053467	1.7704195291588096	0.0	0.8852097645794048		1.0
chr7	45123939	45126439	2.8628060471504155	0.0	1.4314030235752078		1.0
chr7	99483238	99485738	2.0529332838118117	0.0	1.0264666419059059		1.0
chr7	100535071	100537571	4.802733829101026	0.0	2.401366914550513		1.0
chr7	109174707	109177207	2.410784039705613	0.0	1.2053920198528065		1.0
chr7	119184103	119186603	4.087032317313422	0.0	2.043516158656711		1.0
chr7	126693401	126695901	3.3524965552156183	0.0	1.6762482776078091		1.0
chr7	129255031	129257531	4.105866567623623	0.0	2.0529332838118113		1.0
chr7	138909019	138911519	3.4089993061462187	0.0	1.7044996530731094		1.0
chr7	142530686	142533186	1.7892537794690098	0.0	0.8946268897345049		1.0
chr8	70872990	70875490	0.6968672614774037	0.0	0.34843363073870187		1.0
chr8	72132975	72135475	1.7704195291588096	0.0	0.8852097645794048		1.0
chr8	84249219	84251719	1.7327510285384091	0.0	0.8663755142692046		1.0
chr9	20640878	20643378	2.8251375465300157	0.0	1.4125687732650078		1.0
chr9	53769535	53772035	1.657414027297609	0.0	0.8287070136488045		1.0
chr9	106427454	106429954	3.5785075589380195	0.0	1.7892537794690098		1.0
chr9	107549555	107552055	2.9758115490116164	0.0	1.4879057745058082		1.0
chr9	121838961	121841461	1.3749002726446076	0.0	0.6874501363223038		1.0
chrX	36326353	36328853	0.9417125155100052	0.0	0.4708562577550026		1.0
chrX	99134130	99136630	3.503170557697219	0.0	1.7515852788486095		1.0
chrX	109012904	109015404	1.5820770260568089	0.0	0.7910385130284044		1.0
chrX	136031367	136033867	0.5650275093060031	0.0	0.28251375465300155		1.0
chrX	155215949	155218449	2.6367950434280143	0.0	1.3183975217140071		1.0
