"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"chr1",14098073,14098615,543,"*","BG3_peak_15",23,".",3.64703,5.50441,2.31043,155,"Distal Intergenic",1,14109215,14112819,3605,2,"ENSMUSG00000104209.1","ENSMUST00000193148.1",14204,NA,NA,NA
"chr1",14154576,14154938,363,"*","BG3_peak_16",20,".",3.84181,5.13933,2.04665,101,"Distal Intergenic",1,14182578,14182677,100,1,"ENSMUSG00000095853.1","ENSMUST00000179783.1",-27640,NA,NA,NA
"chr1",14181608,14182005,398,"*","BG3_peak_17",14,".",2.7868,4.09082,1.45533,174,"Promoter (<=1kb)",1,14182578,14182677,100,1,"ENSMUSG00000095853.1","ENSMUST00000179783.1",-573,NA,NA,NA
"chr1",14183686,14183979,294,"*","BG3_peak_18",18,".",3.00348,4.70758,1.80914,51,"Promoter (1-2kb)",1,14182578,14182677,100,1,"ENSMUSG00000095853.1","ENSMUST00000179783.1",1108,NA,NA,NA
"chr1",14218422,14218828,407,"*","BG3_peak_19",39,".",4.52608,7.88833,3.92169,302,"Intron (ENSMUST00000027066.12/ENSMUSG00000025932.14, intron 11 of 17)",1,14182578,14182677,100,1,"ENSMUSG00000095853.1","ENSMUST00000179783.1",35844,NA,NA,NA
"chr1",14239180,14239697,518,"*","BG3_peak_20",22,".",3.7546,5.45516,2.27374,106,"Intron (ENSMUST00000027066.12/ENSMUSG00000025932.14, intron 9 of 17)",1,14255552,14255990,439,2,"ENSMUSG00000102588.1","ENSMUST00000193605.1",16293,NA,NA,NA
"chr1",14304362,14304734,373,"*","BG3_peak_21",19,".",3.34293,4.961,1.98665,327,"Promoter (<=1kb)",1,14170643,14304570,133928,2,"ENSMUSG00000025932.14","ENSMUST00000190337.6",0,"14048","Eya1","EYA transcriptional coactivator and phosphatase 1"
"chr1",15256023,15256442,420,"*","BG3_peak_22",45,".",5.37853,8.719,4.52411,160,"Distal Intergenic",1,15268802,15269797,996,2,"ENSMUSG00000073737.3","ENSMUST00000086739.5",13355,"100039959","Gm10566","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"chr1",15805505,15805852,348,"*","BG3_peak_23",20,".",3.84181,5.13933,2.04665,299,"Promoter (<=1kb)",1,15805646,15844052,38407,1,"ENSMUSG00000025925.14","ENSMUST00000188371.6",0,"21749","Terf1","telomeric repeat binding factor 1"
"chr1",16253184,16253579,396,"*","BG3_peak_24",15,".",3.45763,4.33713,1.54797,84,"Promoter (<=1kb)",1,16253592,16258861,5270,1,"ENSMUSG00000089982.7","ENSMUST00000161626.1",-13,"102634042","Gm7568","predicted gene 7568"
"chr1",20177278,20177578,301,"*","BG3_peak_25",20,".",3.84181,5.13933,2.04665,135,"Intron (ENSMUST00000088448.11/ENSMUSG00000043760.16, intron 60 of 66)",1,20062070,20065548,3479,2,"ENSMUSG00000104095.1","ENSMUST00000194347.1",-111730,NA,NA,NA
"chr1",20891154,20891640,487,"*","BG3_peak_26",39,".",4.52608,7.88833,3.92169,212,"Promoter (<=1kb)",1,20890606,20939650,49045,1,"ENSMUSG00000025931.15","ENSMUST00000189400.6",548,"74229","Paqr8","progestin and adipoQ receptor family member VIII"
"chr1",20951410,20951781,372,"*","BG3_peak_27",27,".",3.6204,6.16637,2.73193,239,"Promoter (<=1kb)",1,20951688,20990841,39154,1,"ENSMUSG00000041809.5","ENSMUST00000038447.5",0,"71877","Efhc1","EF-hand domain (C-terminal) containing 1"
"chr1",21013559,21014011,453,"*","BG3_peak_28",32,".",4.17359,6.95755,3.26526,283,"Intron (ENSMUST00000037998.5/ENSMUSG00000041779.5, intron 2 of 10)",1,20951688,20990841,39154,1,"ENSMUSG00000041809.5","ENSMUST00000038447.5",61871,"71877","Efhc1","EF-hand domain (C-terminal) containing 1"
"chr1",21074521,21074896,376,"*","BG3_peak_29",20,".",2.83417,5.05221,2.04665,158,"Intron (ENSMUST00000037998.5/ENSMUSG00000041779.5, intron 1 of 10)",1,20996299,21079229,82931,2,"ENSMUSG00000041779.5","ENSMUST00000037998.5",4333,"170829","Tram2","translocating chain-associating membrane protein 2"
"chr1",21805014,21805462,449,"*","BG3_peak_30",45,".",4.98316,8.70794,4.52411,378,"Intron (ENSMUST00000029667.12/ENSMUSG00000028033.16, intron 1 of 13)",1,21838948,21840514,1567,2,"ENSMUSG00000103748.1","ENSMUST00000194737.1",35052,NA,NA,NA
"chr1",23202201,23202665,465,"*","BG3_peak_31",38,".",4.99435,7.77416,3.83631,144,"Intron (ENSMUST00000191045.1/ENSMUSG00000101227.1, intron 2 of 3)",1,23048295,23235673,187379,2,"ENSMUSG00000101227.1","ENSMUST00000191045.1",33008,NA,NA,NA
"chr1",23307768,23308138,371,"*","BG3_peak_32",20,".",3.84181,5.13933,2.04665,189,"Distal Intergenic",1,23293729,23294075,347,1,"ENSMUSG00000100775.1","ENSMUST00000190910.1",14039,NA,NA,NA
"chr1",23896881,23897351,471,"*","BG3_peak_33",20,".",3.84181,5.13933,2.04665,391,"Intron (ENSMUST00000027339.13/ENSMUSG00000026155.13, intron 1 of 9)",1,23846296,23909689,63394,2,"ENSMUSG00000026155.13","ENSMUST00000129254.7",12338,"98366","Smap1","small ArfGAP 1"
"chr1",23923120,23923566,447,"*","BG3_peak_34",37,".",4.39773,7.6529,3.77574,145,"Promoter (<=1kb)",1,23845625,23922317,76693,2,"ENSMUSG00000026155.13","ENSMUST00000027339.13",-803,"98366","Smap1","small ArfGAP 1"
"chr1",24100117,24100782,666,"*","BG3_peak_35",16,".",3.20734,4.51442,1.67078,54,"Promoter (<=1kb)",1,24011245,24100194,88950,2,"ENSMUSG00000026153.15","ENSMUST00000187752.6",0,"68187","Fam135a","family with sequence similarity 135, member A"
"chr1",25106463,25107368,906,"*","BG3_peak_36",20,".",3.66121,5.07157,2.04665,714,"Intron (ENSMUST00000126626.7/ENSMUSG00000033569.17, intron 10 of 15)",1,25026581,25027232,652,2,"ENSMUSG00000099392.1","ENSMUST00000185379.1",-79231,NA,NA,NA
"chr1",25888117,25888566,450,"*","BG3_peak_37",22,".",3.85008,5.37857,2.21845,235,"Distal Intergenic",1,25830657,25831878,1222,1,"ENSMUSG00000104516.1","ENSMUST00000194343.1",57460,NA,NA,NA
"chr1",26686967,26687926,960,"*","BG3_peak_38",103,".",7.36617,15.7772,10.3823,417,"Promoter (<=1kb)",1,26681814,26687460,5647,2,"ENSMUSG00000073722.3","ENSMUST00000097801.3",0,"210940","4931408C20Rik","RIKEN cDNA 4931408C20 gene"
"chr1",33771396,33771706,311,"*","BG3_peak_39",15,".",3.45763,4.33713,1.54797,95,"Intron (ENSMUST00000019861.12/ENSMUSG00000042197.13, intron 11 of 14)",1,33745484,33757795,12312,2,"ENSMUSG00000042215.8","ENSMUST00000044691.8",-13601,"213539","Bag2","BCL2-associated athanogene 2"
"chr1",34000746,34001051,306,"*","BG3_peak_40",13,".",3.21643,3.96296,1.36532,77,"Intron (ENSMUST00000183034.4/ENSMUSG00000026131.17, intron 3 of 102)",1,34005882,34137135,131254,1,"ENSMUSG00000026131.17","ENSMUST00000182697.7",-4831,"13518","Dst","dystonin"
"chr1",35870366,35870784,419,"*","BG3_peak_41",33,".",4.57368,7.08393,3.35696,136,"Distal Intergenic",1,35879845,35881119,1275,1,"ENSMUSG00000102531.1","ENSMUST00000194261.1",-9061,NA,NA,NA
"chr1",36234012,36234346,335,"*","BG3_peak_42",43,".",5.25233,8.51145,4.39177,206,"Intron (ENSMUST00000046875.13/ENSMUSG00000037470.14, intron 2 of 40)",1,36140027,36244305,104279,2,"ENSMUSG00000037470.14","ENSMUST00000046875.13",9959,"320011","Uggt1","UDP-glucose glycoprotein glucosyltransferase 1"
"chr1",36309754,36310214,461,"*","BG3_peak_43",20,".",2.75331,5.01897,2.02579,97,"Promoter (1-2kb)",1,36307769,36322988,15220,1,"ENSMUSG00000037447.16","ENSMUST00000115029.1",1985,"214855","Arid5a","AT-rich interaction domain 5A"
"chr1",36372202,36372532,331,"*","BG3_peak_44",57,".",5.26496,10.2456,5.71512,130,"Promoter (<=1kb)",1,36372291,36422107,49817,1,"ENSMUSG00000037432.15","ENSMUST00000179162.6",0,"100534273","Fer1l5","fer-1 like family member 5"
"chr1",36401072,36401539,468,"*","BG3_peak_45",27,".",4.01198,6.13853,2.71078,138,"Exon (ENSMUST00000179162.6/ENSMUSG00000037432.15, exon 20 of 53)",1,36372291,36422107,49817,1,"ENSMUSG00000037432.15","ENSMUST00000179162.6",28781,"100534273","Fer1l5","fer-1 like family member 5"
"chr1",36595459,36595774,316,"*","BG3_peak_46",30,".",3.32242,6.65532,3.08477,187,"Intron (ENSMUST00000170295.7/ENSMUSG00000046337.17, intron 10 of 14)",1,36601802,36602146,345,1,"ENSMUSG00000089906.1","ENSMUST00000161062.1",-6028,NA,NA,NA
"chr1",36608050,36608474,425,"*","BG3_peak_47",13,".",2.50826,3.94701,1.35413,126,"Exon (ENSMUST00000170295.7/ENSMUSG00000046337.17, exon 7 of 15)",1,36601802,36602146,345,1,"ENSMUSG00000089906.1","ENSMUST00000161062.1",6248,NA,NA,NA
"chr1",36949372,36950274,903,"*","BG3_peak_48",35,".",4.74595,7.36808,3.56833,624,"Distal Intergenic",1,36957930,36958427,498,2,"ENSMUSG00000080054.3","ENSMUST00000116168.3",8153,NA,NA,NA
"chr1",36981750,36982228,479,"*","BG3_peak_49",66,".",6.34276,11.4072,6.64219,291,"Distal Intergenic",1,37005439,37005557,119,1,"ENSMUSG00000095944.1","ENSMUST00000177688.1",-23211,NA,NA,NA
"chr1",37225015,37225308,294,"*","BG3_peak_50",16,".",3.18227,4.47029,1.6406,107,"Intron (ENSMUST00000194195.5/ENSMUSG00000026114.14, intron 1 of 5)",1,37219205,37263384,44180,1,"ENSMUSG00000026114.14","ENSMUST00000027288.9",5810,"12790","Cnga3","cyclic nucleotide gated channel alpha 3"
"chr1",37241665,37242012,348,"*","BG3_peak_51",15,".",3.23299,4.36229,1.56417,84,"Exon (ENSMUST00000195272.5/ENSMUSG00000026114.14, exon 3 of 7)",1,37219205,37263384,44180,1,"ENSMUSG00000026114.14","ENSMUST00000027288.9",22460,"12790","Cnga3","cyclic nucleotide gated channel alpha 3"
"chr1",37547594,37547991,398,"*","BG3_peak_52",14,".",3.07324,4.09204,1.45533,378,"Distal Intergenic",1,37439340,37541016,101677,2,"ENSMUSG00000026110.15","ENSMUST00000151952.7",-6578,"269181","Mgat4a","mannoside acetylglucosaminyltransferase 4, isoenzyme A"
"chr1",38308049,38308844,796,"*","BG3_peak_53",36,".",4.42781,7.41437,3.6008,522,"Promoter (<=1kb)",1,38307902,38311930,4029,1,"ENSMUSG00000085280.1","ENSMUST00000129696.1",147,NA,NA,NA
"chr1",38775949,38776253,305,"*","BG3_peak_54",15,".",3.45763,4.33713,1.54797,87,"Distal Intergenic",1,38767184,38767686,503,1,"ENSMUSG00000103531.1","ENSMUST00000192930.1",8765,NA,NA,NA
"chr1",38859820,38860117,298,"*","BG3_peak_55",19,".",3.67048,4.86933,1.92217,220,"Distal Intergenic",1,38793645,38836711,43067,2,"ENSMUSG00000048814.10","ENSMUST00000147695.7",-23109,"381338","Lonrf2","LON peptidase N-terminal domain and ring finger 2"
"chr1",39091939,39092311,373,"*","BG3_peak_56",31,".",4.61017,6.86091,3.19442,338,"Distal Intergenic",1,39081252,39083338,2087,2,"ENSMUSG00000103182.1","ENSMUST00000195455.1",-8601,NA,NA,NA
"chr1",39439980,39440425,446,"*","BG3_peak_57",27,".",4.04881,6.20156,2.75646,143,"Intron (ENSMUST00000054462.10/ENSMUSG00000003134.10, intron 1 of 19)",1,39419048,39419932,885,2,"ENSMUSG00000102607.1","ENSMUST00000191698.1",-20048,NA,NA,NA
"chr1",39477334,39477759,426,"*","BG3_peak_58",20,".",3.11187,5.12567,2.04665,92,"Promoter (<=1kb)",1,39373316,39478700,105385,2,"ENSMUSG00000003134.10","ENSMUST00000193823.1",941,"54610","Tbc1d8","TBC1 domain family, member 8"
"chr1",39499478,39499997,520,"*","BG3_peak_59",146,".",7.73702,20.3573,14.6527,235,"Distal Intergenic",1,39519533,39519747,215,1,"ENSMUSG00000065629.2","ENSMUST00000083695.2",-19536,"115487696","Gm24826","predicted gene, 24826"
"chr1",39602966,39603299,334,"*","BG3_peak_60",25,".",3.56036,5.81231,2.52807,144,"Distal Intergenic",1,39597417,39598005,589,2,"ENSMUSG00000102471.1","ENSMUST00000195631.1",-4961,NA,NA,NA
"chr1",39709839,39710198,360,"*","BG3_peak_61",40,".",3.79959,8.06327,4.05332,217,"Exon (ENSMUST00000151913.2/ENSMUSG00000057173.8, exon 4 of 15)",1,39665301,39720997,55697,2,"ENSMUSG00000057173.8","ENSMUST00000151913.2",10799,"619289","Rfx8","regulatory factor X 8"
"chr1",39735394,39735709,316,"*","BG3_peak_62",26,".",3.66287,6.00851,2.61648,228,"Distal Intergenic",1,39665301,39720997,55697,2,"ENSMUSG00000057173.8","ENSMUST00000151913.2",-14397,"619289","Rfx8","regulatory factor X 8"
"chr1",39748470,39748831,362,"*","BG3_peak_63",29,".",3.45748,6.526,2.99035,227,"Distal Intergenic",1,39665301,39720997,55697,2,"ENSMUSG00000057173.8","ENSMUST00000151913.2",-27473,"619289","Rfx8","regulatory factor X 8"
"chr1",39772516,39772952,437,"*","BG3_peak_64",16,".",2.97908,4.47284,1.64267,272,"Distal Intergenic",1,39804148,39805332,1185,2,"ENSMUSG00000091937.3","ENSMUST00000171319.3",32380,"100042065","Gm3646","predicted gene 3646"
"chr1",39805859,39806217,359,"*","BG3_peak_65",28,".",3.96032,6.30618,2.83142,122,"Promoter (<=1kb)",1,39804148,39805332,1185,2,"ENSMUSG00000091937.3","ENSMUST00000171319.3",-527,"100042065","Gm3646","predicted gene 3646"
"chr1",39823788,39824144,357,"*","BG3_peak_66",23,".",3.78955,5.51393,2.31475,223,"Distal Intergenic",1,39804148,39805332,1185,2,"ENSMUSG00000091937.3","ENSMUST00000171319.3",-18456,"100042065","Gm3646","predicted gene 3646"
"chr1",39947888,39948429,542,"*","BG3_peak_67",26,".",2.85753,5.99637,2.60703,422,"Intron (ENSMUST00000163854.8/ENSMUSG00000026074.14, intron 2 of 30)",1,39901230,40024925,123696,1,"ENSMUSG00000026074.14","ENSMUST00000192509.5",46658,"26921","Map4k4","mitogen-activated protein kinase kinase kinase kinase 4"
"chr1",40029883,40030324,442,"*","BG3_peak_68",23,".",3.12466,5.5529,2.34452,98,"Distal Intergenic",1,40049039,40050368,1330,2,"ENSMUSG00000102985.1","ENSMUST00000193054.1",20044,NA,NA,NA
"chr1",41390430,41390880,451,"*","BG3_peak_69",13,".",2.91979,4.00207,1.3925,93,"Distal Intergenic",1,41526931,41529543,2613,2,"ENSMUSG00000100185.1","ENSMUST00000191087.1",138663,NA,NA,NA
"chr1",42230789,42231164,376,"*","BG3_peak_70",20,".",3.84181,5.13933,2.04665,89,"Promoter (1-2kb)",1,42229726,42231108,1383,1,"ENSMUSG00000053640.2","ENSMUST00000066196.1",1063,NA,NA,NA
"chr1",42270233,42270652,420,"*","BG3_peak_71",31,".",4.61017,6.86091,3.19442,141,"Intron (ENSMUST00000209336.1/ENSMUSG00000101299.2, intron 1 of 6)",1,42261857,42304412,42556,1,"ENSMUSG00000101299.2","ENSMUST00000209336.1",8376,NA,NA,NA
"chr1",42539647,42540217,571,"*","BG3_peak_72",26,".",3.68943,6.05901,2.65239,83,"Distal Intergenic",1,42491813,42495663,3851,1,"ENSMUSG00000103106.1","ENSMUST00000191992.1",47834,NA,NA,NA
"chr1",43221382,43221978,597,"*","BG3_peak_73",15,".",3.45763,4.33713,1.54797,38,"Distal Intergenic",1,43123290,43196984,73695,2,"ENSMUSG00000008136.14","ENSMUST00000185893.1",-24398,"14200","Fhl2","four and a half LIM domains 2"
"chr1",43317018,43317691,674,"*","BG3_peak_74",38,".",4.1846,7.82141,3.87142,111,"Distal Intergenic",1,43250156,43302925,52770,2,"ENSMUSG00000099576.1","ENSMUST00000189899.1",-14093,NA,NA,NA
"chr1",43413524,43413835,312,"*","BG3_peak_75",15,".",3.45763,4.33713,1.54797,295,"Distal Intergenic",1,43409584,43409963,380,1,"ENSMUSG00000101923.1","ENSMUST00000189199.1",3940,NA,NA,NA
"chr1",43694810,43695497,688,"*","BG3_peak_76",56,".",4.19166,10.1509,5.63755,449,"Distal Intergenic",1,43730602,43742578,11977,1,"ENSMUSG00000026051.8","ENSMUST00000027217.8",-35105,"78896","Ecrg4","ECRG4 augurin precursor"
"chr1",43730732,43731115,384,"*","BG3_peak_77",13,".",3.01124,3.98622,1.38184,96,"Promoter (<=1kb)",1,43730602,43742578,11977,1,"ENSMUSG00000026051.8","ENSMUST00000027217.8",130,"78896","Ecrg4","ECRG4 augurin precursor"
"chr1",43828690,43829020,331,"*","BG3_peak_78",18,".",3.12615,4.75952,1.84529,321,"Promoter (<=1kb)",1,43746966,43827800,80835,2,"ENSMUSG00000057363.12","ENSMUST00000126008.7",-890,"67883","Uxs1","UDP-glucuronate decarboxylase 1"
"chr1",44147906,44148403,498,"*","BG3_peak_79",38,".",4.82542,7.8011,3.85729,109,"Promoter (<=1kb)",1,44147847,44181260,33414,1,"ENSMUSG00000026048.16","ENSMUST00000027214.3",59,"22592","Ercc5","excision repair cross-complementing rodent repair deficiency, complementation group 5"
"chr1",46853611,46853994,384,"*","BG3_peak_80",13,".",3.07217,3.91016,1.32757,142,"Promoter (<=1kb)",1,46807544,46854046,46503,2,"ENSMUSG00000025986.6","ENSMUST00000027131.5",52,"227059","Slc39a10","solute carrier family 39 (zinc transporter), member 10"
"chr1",50927218,50927588,371,"*","BG3_peak_81",31,".",3.77122,6.71598,3.12799,172,"Promoter (<=1kb)",1,50927519,51187270,259752,1,"ENSMUSG00000026109.14","ENSMUST00000081851.3",0,"56363","Tmeff2","transmembrane protein with EGF-like and two follistatin-like domains 2"
"chr1",51077529,51077876,348,"*","BG3_peak_82",25,".",4.22599,5.9817,2.59851,289,"Intron (ENSMUST00000081851.3/ENSMUSG00000026109.14, intron 5 of 9)",1,51015313,51015413,101,1,"ENSMUSG00000092906.1","ENSMUST00000175165.1",62216,NA,NA,NA
"chr1",51096694,51097186,493,"*","BG3_peak_83",17,".",3.02654,4.56587,1.70868,121,"Intron (ENSMUST00000081851.3/ENSMUSG00000026109.14, intron 5 of 9)",1,51138281,51141222,2942,2,"ENSMUSG00000101242.1","ENSMUST00000189560.1",44036,NA,NA,NA
"chr1",51216482,51216857,376,"*","BG3_peak_84",38,".",4.1846,7.82141,3.87142,170,"Distal Intergenic",1,51195221,51197748,2528,1,"ENSMUSG00000099625.1","ENSMUST00000190705.1",21261,NA,NA,NA
"chr1",51996729,51997237,509,"*","BG3_peak_85",67,".",5.04372,11.5547,6.76702,190,"Intron (ENSMUST00000168302.7/ENSMUSG00000062939.11, intron 2 of 24)",1,51987148,52107189,120042,1,"ENSMUSG00000062939.11","ENSMUST00000168302.7",9581,"20849","Stat4","signal transducer and activator of transcription 4"
"chr1",52024947,52025380,434,"*","BG3_peak_86",15,".",3.45763,4.33713,1.54797,87,"Intron (ENSMUST00000168302.7/ENSMUSG00000062939.11, intron 4 of 24)",1,52008243,52107184,98942,1,"ENSMUSG00000062939.11","ENSMUST00000027277.6",16704,"20849","Stat4","signal transducer and activator of transcription 4"
"chr1",52598566,52599042,477,"*","BG3_peak_87",20,".",3.33467,5.15823,2.06024,91,"Distal Intergenic",1,52584518,52585159,642,1,"ENSMUSG00000100007.1","ENSMUST00000179821.2",14048,NA,NA,NA
"chr1",52717988,52718538,551,"*","BG3_peak_88",25,".",3.49229,5.90984,2.59612,238,"Intron (ENSMUST00000156876.7/ENSMUSG00000041439.15, intron 1 of 6)",1,52656286,52727462,71177,2,"ENSMUSG00000041439.15","ENSMUST00000156876.7",8924,"98682","Mfsd6","major facilitator superfamily domain containing 6"
"chr1",52844620,52844963,344,"*","BG3_peak_89",37,".",4.08658,7.62287,3.75506,200,"Promoter (<=1kb)",1,52845013,52920981,75969,1,"ENSMUSG00000041426.12","ENSMUST00000159352.7",-50,"227095","Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase"
"chr1",53824332,53824627,296,"*","BG3_peak_90",21,".",3.38216,5.24783,2.12513,201,"Intron (ENSMUST00000120904.7/ENSMUSG00000042807.15, intron 28 of 28)",1,53849424,53849495,72,1,"ENSMUSG00000098443.1","ENSMUST00000184834.1",-24797,"102465783","Mir7681","microRNA 7681"
"chr1",54557425,54557737,313,"*","BG3_peak_91",34,".",4.33354,7.24606,3.4776,141,"Promoter (<=1kb)",1,54472994,54557682,84689,2,"ENSMUSG00000073678.4","ENSMUST00000097739.4",0,"241062","Pgap1","post-GPI attachment to proteins 1"
"chr1",54713919,54714431,513,"*","BG3_peak_92",16,".",3.15759,4.42674,1.61145,105,"Intron (ENSMUST00000190007.6/ENSMUSG00000101674.6, intron 1 of 4)",1,54690496,54767524,77029,1,"ENSMUSG00000101674.6","ENSMUST00000188243.1",23423,NA,NA,NA
"chr1",54882371,54882835,465,"*","BG3_peak_93",36,".",4.46667,7.48342,3.65251,216,"Intron (ENSMUST00000179030.7/ENSMUSG00000052331.14, intron 1 of 27)",1,54913845,54916594,2750,2,"ENSMUSG00000102642.1","ENSMUST00000193052.1",33759,NA,NA,NA
"chr1",55130784,55131116,333,"*","BG3_peak_94",17,".",3.2983,4.6737,1.78429,82,"Promoter (<=1kb)",1,55131231,55153938,22708,1,"ENSMUSG00000025979.13","ENSMUST00000159311.7",-115,"19070","Mob4","MOB family member 4, phocein"
"chr1",55238563,55239086,524,"*","BG3_peak_95",26,".",3.59641,6.11861,2.69743,119,"Promoter (1-2kb)",1,55237177,55248470,11294,1,"ENSMUSG00000046994.9","ENSMUST00000061334.9",1386,"212679","Mars2","methionine-tRNA synthetase 2 (mitochondrial)"
"chr1",56979953,56980267,315,"*","BG3_peak_96",34,".",4.29694,7.18038,3.4296,139,"Intron (ENSMUST00000185204.1/ENSMUSG00000087022.4, intron 1 of 4)",1,56976803,56978640,1838,1,"ENSMUSG00000104310.1","ENSMUST00000195287.1",3150,NA,NA,NA
"chr1",57153212,57153600,389,"*","BG3_peak_97",15,".",3.45763,4.33713,1.54797,351,"Distal Intergenic",1,57127340,57129400,2061,1,"ENSMUSG00000099945.1","ENSMUST00000185283.1",25872,NA,NA,NA
"chr1",57241798,57242255,458,"*","BG3_peak_98",31,".",4.61017,6.86091,3.19442,300,"Distal Intergenic",1,57200645,57214993,14349,2,"ENSMUSG00000101429.1","ENSMUST00000190488.1",-26805,"407809","BC055402","cDNA sequence BC055402"
"chr1",58029843,58030277,435,"*","BG3_peak_99a",16,".",3.00738,4.52836,1.68337,138,"Promoter (<=1kb)",1,58029931,58106413,76483,1,"ENSMUSG00000063558.4","ENSMUST00000001027.6",0,"11761","Aox1","aldehyde oxidase 1"
"chr1",58029843,58030277,435,"*","BG3_peak_99b",20,".",3.21202,5.12938,2.04665,358,"Promoter (<=1kb)",1,58029931,58106413,76483,1,"ENSMUSG00000063558.4","ENSMUST00000001027.6",0,"11761","Aox1","aldehyde oxidase 1"
