"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"chr1",120115593,120116181,589,"*","peak_45",121.5,".",7.38105,16.5225,12.2109,263.5,"Intron (ENSMUST00000027634.12/ENSMUSG00000026385.16, intron 3 of 3)",1,120113337,120120138,6802,2,"ENSMUSG00000026385.16","ENSMUST00000112648.7",3957,"13167","Dbi","diazepam binding inhibitor"
"chr1",121087194,121087578,385,"*","peak_46",47.5,".",5.49253,8.49734,4.81182,159,"Promoter (<=1kb)",1,121087405,121120956,33552,1,"ENSMUSG00000097881.7","ENSMUST00000181433.7",0,"98452","Celrr","cerebellum expressed regulatory RNA"
"chr1",125435511,125435919,409,"*","peak_47",86.5,".",6.69717,12.640695,8.69438,163,"Promoter (<=1kb)",1,125392905,125435727,42823,2,"ENSMUSG00000026341.16","ENSMUST00000027579.16",0,"74117","Actr3","ARP3 actin-related protein 3"
"chr1",125560208,125561063,856,"*","peak_48",68,".",5.77424,10.67962,6.83638333333333,351.333333333333,"Promoter (<=1kb)",1,125561016,125595820,34805,1,"ENSMUSG00000026342.10","ENSMUST00000027580.10",0,"74150","Slc35f5","solute carrier family 35, member F5"
"chr1",126683895,126684466,572,"*","peak_49",44,".",4.438715,7.868075,4.452205,231.5,"Intron (ENSMUST00000094609.9/ENSMUSG00000049690.15, intron 2 of 12)",1,125913637,126830632,916996,2,"ENSMUSG00000049690.15","ENSMUST00000094609.9",146166,"210356","Nckap5","NCK-associated protein 5"
"chr1",128102674,128103322,649,"*","peak_50",201,".",9.999835,24.85815,20.1429,297,"Promoter (<=1kb)",1,127954670,128103001,148332,2,"ENSMUSG00000036086.16","ENSMUST00000112538.3",0,"226409","Zranb3","zinc finger, RAN-binding domain containing 3"
"chr1",131526884,131527921,1038,"*","peak_51",424,".",10.39871,47.40309,42.4370566666667,362.666666666667,"Promoter (<=1kb)",1,131285251,131527347,242097,2,"ENSMUSG00000026425.15","ENSMUST00000097588.8",0,"14270","Srgap2","SLIT-ROBO Rho GTPase activating protein 2"
"chr1",133130806,133131560,755,"*","peak_52",37,".",4.25506,7.51891,3.745975,431.5,"Promoter (<=1kb)",1,133131143,133139783,8641,1,"ENSMUSG00000046062.5","ENSMUST00000052529.3",0,"108954","Ppp1r15b","protein phosphatase 1, regulatory subunit 15B"
"chr1",134062792,134063651,860,"*","peak_53",76.3333333333333,".",5.14056,11.6005,7.67294333333333,406,"Distal Intergenic",1,134075170,134079120,3951,2,"ENSMUSG00000020423.6","ENSMUST00000020692.6",15469,"12227","Btg2","BTG anti-proliferation factor 2"
"chr1",134078979,134079550,572,"*","peak_54",55,".",5.06819,9.270135,5.525075,176.5,"Promoter (<=1kb)",1,134075170,134079120,3951,2,"ENSMUSG00000020423.6","ENSMUST00000020692.6",0,"12227","Btg2","BTG anti-proliferation factor 2"
"chr1",135158720,135159662,943,"*","peak_55",52.6666666666667,".",4.20735333333333,8.86502666666667,5.34999333333333,446,"Distal Intergenic",1,135152963,135153806,844,1,"ENSMUSG00000085311.1","ENSMUST00000146700.1",5757,NA,NA,NA
"chr1",135375043,135375527,485,"*","peak_56",191,".",8.41201,23.81375,19.1341,244,"Promoter (<=1kb)",1,135371057,135375237,4181,2,"ENSMUSG00000041889.7","ENSMUST00000041240.3",0,"77552","Shisa4","shisa family member 4"
"chr1",136131044,136131544,501,"*","peak_57",29,".",4.316,6.36072,2.9364,200.5,"Promoter (<=1kb)",1,136131389,136177998,46610,1,"ENSMUSG00000041642.18","ENSMUST00000075164.10",0,"16565","Kif21b","kinesin family member 21B"
"chr1",139346339,139347244,906,"*","peak_58",62.75,".",5.3794775,10.157615,6.310865,384.5,"Intron (ENSMUST00000059825.11/ENSMUSG00000063681.14, intron 1 of 11)",1,139247664,139377041,129378,2,"ENSMUSG00000063681.14","ENSMUST00000196402.4",29797,"170788","Crb1","crumbs family member 1, photoreceptor morphogenesis associated"
"chr1",150392813,150393331,519,"*","peak_59",86,".",6.605335,12.686625,8.666545,309,"Promoter (<=1kb)",1,150392838,150449815,56978,1,"ENSMUSG00000006005.17","ENSMUST00000124973.8",0,"108989","Tpr","translocated promoter region, nuclear basket protein"
"chr1",151428183,151428875,693,"*","peak_60",122.333333333333,".",7.65339333333333,16.8090833333333,12.31909,215.333333333333,"Promoter (<=1kb)",1,151367699,151428455,60757,2,"ENSMUSG00000052748.14","ENSMUST00000064771.11",0,"66875","Swt1","SWT1 RNA endoribonuclease homolog (S. cerevisiae)"
"chr1",151754682,151755391,710,"*","peak_61",142.333333333333,".",7.94796666666667,18.65328,14.2673233333333,230,"Promoter (<=1kb)",1,151755371,151818935,63565,1,"ENSMUSG00000043019.12","ENSMUST00000188145.6",0,"66967","Edem3","ER degradation enhancer, mannosidase alpha-like 3"
"chr1",152902784,152903392,609,"*","peak_62",28,".",4.5761,6.289305,2.870495,411,"Promoter (<=1kb)",1,152838870,152902646,63777,2,"ENSMUSG00000042772.15","ENSMUST00000111836.3",-138,"226517","Smg7","SMG7 nonsense mediated mRNA decay factor"
"chr1",155099133,155099781,649,"*","peak_63",81.5,".",6.415695,11.98195,8.18862,357.5,"Promoter (<=1kb)",1,155096361,155099636,3276,2,"ENSMUSG00000056708.5","ENSMUST00000055322.5",0,"15939","Ier5","immediate early response 5"
"chr1",155973190,155973681,492,"*","peak_64",101,".",6.58942,14.21861,10.16398,199.5,"Promoter (<=1kb)",1,155844964,155973255,128292,2,"ENSMUSG00000033671.17","ENSMUST00000138762.7",0,"74081","Cep350","centrosomal protein 350"
"chr1",160350836,160351718,883,"*","peak_65",41,".",4.905715,8.02587,4.1521,169,"Promoter (<=1kb)",1,160219174,160351571,132398,2,"ENSMUSG00000026721.15","ENSMUST00000028052.11",0,"29809","Rabgap1l","RAB GTPase activating protein 1-like"
"chr1",161876673,161877281,609,"*","peak_66",99.5,".",6.94472,14.05191,9.969335,238,"Promoter (<=1kb)",1,161816114,161876682,60569,2,"ENSMUSG00000040297.12","ENSMUST00000048377.10",0,"226551","Suco","SUN domain containing ossification factor"
"chr1",165460539,165461308,770,"*","peak_67",97,".",6.51435666666667,13.85616,9.75123,262.666666666667,"Promoter (<=1kb)",1,165461037,165481214,20178,1,"ENSMUSG00000026568.6","ENSMUST00000027853.5",0,"70456","Mpc2","mitochondrial pyruvate carrier 2"
"chr1",169467814,169468264,451,"*","peak_68",33,".",4.87538,6.884685,3.370925,312,"Distal Intergenic",1,169453528,169453869,342,2,"ENSMUSG00000058622.1","ENSMUST00000076828.1",-13945,NA,NA,NA
"chr1",170644361,170644732,372,"*","peak_69",55,".",5.748955,9.34591,5.56467,176.5,"Promoter (<=1kb)",1,170644532,170682789,38258,1,"ENSMUSG00000038463.8","ENSMUST00000046792.8",0,"320078","Olfml2b","olfactomedin-like 2B"
"chr1",171281056,171281778,723,"*","peak_70",49.5,".",5.13457,8.69453,5.02274,322.5,"Promoter (<=1kb)",1,171276992,171281186,4195,2,"ENSMUSG00000062729.11","ENSMUST00000073120.10",0,"19044","Ppox","protoporphyrinogen oxidase"
"chr1",171329006,171329773,768,"*","peak_71",25,".",3.938335,5.90838,2.539015,118,"Promoter (<=1kb)",1,171329145,171342331,13187,1,"ENSMUSG00000013973.12","ENSMUST00000111300.7",0,"21945","Dedd","death effector domain-containing"
"chr1",172349725,172350563,839,"*","peak_72",73.75,".",5.155105,11.4822525,7.42835,283,"Intron (ENSMUST00000056136.3/ENSMUSG00000044708.5, intron 1 of 1)",1,172341210,172374085,32876,1,"ENSMUSG00000044708.5","ENSMUST00000056136.3",8515,"16513","Kcnj10","potassium inwardly-rectifying channel, subfamily J, member 10"
"chr1",175692594,175693288,695,"*","peak_73",153.666666666667,".",7.54051,19.6711433333333,15.4096166666667,345.666666666667,"Promoter (<=1kb)",1,175662421,175692776,30356,2,"ENSMUSG00000026525.9","ENSMUST00000027809.7",0,"13603","Opn3","opsin 3"
"chr1",176814031,176815033,1003,"*","peak_74",30.5,".",3.967255,6.2983725,3.1068975,202.5,"Promoter (<=1kb)",1,176814660,176862127,47468,1,"ENSMUSG00000026504.17","ENSMUST00000056773.14",0,"76816","Sdccag8","serologically defined colon cancer antigen 8"
"chr1",177441892,177442272,381,"*","peak_75",179,".",8.622895,22.4266,17.946815,194.5,"Promoter (<=1kb)",1,177429047,177443270,14224,2,"ENSMUSG00000097892.2","ENSMUST00000180591.1",998,NA,NA,NA
"chr1",184033935,184034636,702,"*","peak_76",129,".",6.62515666666667,17.1175466666667,12.9180466666667,266,"Promoter (<=1kb)",1,184034381,184075636,41256,1,"ENSMUSG00000039384.8","ENSMUST00000048655.7",0,"63953","Dusp10","dual specificity phosphatase 10"
"chr1",185493461,185494185,725,"*","peak_77",34.3333333333333,".",4.32345,6.78291666666667,3.49640333333333,163.666666666667,"Intron (ENSMUST00000194748.1/ENSMUSG00000102185.1, intron 1 of 1)",1,185497388,185498017,630,1,"ENSMUSG00000102185.1","ENSMUST00000192616.1",-3203,"114668","5033404E19Rik","NSA2 ribosome biogenesis homolog pseudogene"
"chr1",190682036,190682777,742,"*","peak_78",27,".",4.278805,6.14702,2.77317,351,"Distal Intergenic",1,190594326,190604548,10223,1,"ENSMUSG00000103963.1","ENSMUST00000191893.1",87710,NA,NA,NA
"chr1",191026139,191026731,593,"*","peak_79",22.5,".",3.8459,5.590345,2.312015,200.5,"Promoter (<=1kb)",1,191005847,191026158,20312,2,"ENSMUSG00000066595.9","ENSMUST00000085635.5",0,"226844","Flvcr1","feline leukemia virus subgroup C cellular receptor 1"
"chr1",191397057,191397937,881,"*","peak_80",77,".",5.781425,11.829585,7.7691775,257.75,"Promoter (<=1kb)",1,191351975,191397041,45067,2,"ENSMUSG00000026626.11","ENSMUST00000067976.8",-16,"226849","Ppp2r5a","protein phosphatase 2, regulatory subunit B', alpha"
"chr1",194746483,194747372,890,"*","peak_81",67.5,".",5.921145,10.68905,6.794085,404.5,"Intron (ENSMUST00000027952.11/ENSMUSG00000026640.12, intron 5 of 31)",1,194732707,194733238,532,1,"ENSMUSG00000103776.1","ENSMUST00000194966.1",13776,NA,NA,NA
"chr10",3365755,3366603,849,"*","peak_82",26.5,".",3.978115,6.20796,2.73289,268.5,"Promoter (<=1kb)",10,3366150,3464975,98826,1,"ENSMUSG00000040653.5","ENSMUST00000043374.5",0,"76142","Ppp1r14c","protein phosphatase 1, regulatory inhibitor subunit 14C"
"chr10",5805582,5806161,580,"*","peak_83",71.5,".",5.880965,10.90076,7.16043,186.5,"Promoter (<=1kb)",10,5799160,5805600,6441,2,"ENSMUSG00000019773.7","ENSMUST00000019907.7",0,"67141","Fbxo5","F-box protein 5"
"chr10",5823957,5824645,689,"*","peak_84",121,".",7.31421,16.5361,12.1593766666667,194.666666666667,"Promoter (<=1kb)",10,5811887,5823910,12024,2,"ENSMUSG00000019774.8","ENSMUST00000019908.8",-47,"108853","Mtrf1l","mitochondrial translational release factor 1-like"
"chr10",8886011,8886440,430,"*","peak_85",53.3333333333333,".",5.07669333333333,8.84834333333333,5.37965333333333,174,"Promoter (<=1kb)",10,8722219,8886070,163852,2,"ENSMUSG00000015305.5","ENSMUST00000015449.5",0,"70097","Sash1","SAM and SH3 domain containing 1"
"chr10",19591634,19592172,539,"*","peak_86",77.5,".",5.940785,11.6636,7.82064,218,"Promoter (<=1kb)",10,19591949,19610229,18281,1,"ENSMUSG00000020009.12","ENSMUST00000020188.12",0,"15979","Ifngr1","interferon gamma receptor 1"
"chr10",20170162,20170873,712,"*","peak_87",26,".",4.14307666666667,6.04643333333333,2.67183666666667,199.666666666667,"Intron (ENSMUST00000020173.14/ENSMUSG00000019996.16, intron 1 of 17)",10,20148920,20281589,132670,1,"ENSMUSG00000019996.16","ENSMUST00000116259.3",21242,"17761","Map7","microtubule-associated protein 7"
"chr10",21923515,21924145,631,"*","peak_88",20.5,".",3.98542,5.28657,2.12122,196.5,"Intron (ENSMUST00000120509.7/ENSMUSG00000019970.15, intron 1 of 13)",10,21882184,21999893,117710,1,"ENSMUSG00000019970.15","ENSMUST00000120509.7",41331,"20393","Sgk1","serum/glucocorticoid regulated kinase 1"
"chr10",34019343,34019901,559,"*","peak_89",87,".",7.044155,12.80335,8.746635,245,"Promoter (<=1kb)",10,33996555,34019624,23070,2,"ENSMUSG00000019782.9","ENSMUST00000019917.5",0,"66521","Rwdd1","RWD domain containing 1"
"chr10",37140823,37141363,541,"*","peak_90",31.5,".",3.98519,6.66271,3.20483,246,"Promoter (<=1kb)",10,37139914,37151315,11402,1,"ENSMUSG00000046463.4","ENSMUST00000191067.1",909,NA,NA,NA
"chr10",37250637,37251381,745,"*","peak_91",47.3333333333333,".",5.02535,8.32037666666667,4.79532,152.333333333333,"Distal Intergenic",10,37337486,37379652,42167,1,"ENSMUSG00000097742.1","ENSMUST00000181602.1",-86105,NA,NA,NA
"chr10",38553584,38554068,485,"*","peak_92",175,".",9.08188,22.1398,17.56265,236.5,"Distal Intergenic",10,38615375,38615481,107,2,"ENSMUSG00000094521.1","ENSMUST00000177920.1",61413,NA,NA,NA
"chr10",40883130,40883802,673,"*","peak_93",85.6666666666667,".",6.611,13.0402666666667,8.60276333333333,270.666666666667,"Promoter (<=1kb)",10,40883475,40938569,55095,1,"ENSMUSG00000019831.14","ENSMUST00000019975.13",0,"83767","Wasf1","WASP family, member 1"
"chr10",41303267,41303958,692,"*","peak_94",28,".",4.24329,6.06753,2.807025,378,"Promoter (<=1kb)",10,41188172,41303241,115070,2,"ENSMUSG00000038417.3","ENSMUST00000043814.3",-26,"103199","Fig4","FIG4 phosphoinositide 5-phosphatase"
"chr10",41809690,41810595,906,"*","peak_95",17.6666666666667,".",3.37260666666667,4.70643,1.80305,126,"Promoter (<=1kb)",10,41718841,41809868,91028,2,"ENSMUSG00000019813.15","ENSMUST00000189770.6",0,"103268","Cep57l1","centrosomal protein 57-like 1"
"chr10",41934663,41935155,493,"*","peak_96",114.333333333333,".",6.35837666666667,15.9099666666667,11.4706566666667,180.333333333333,"Intron (ENSMUST00000160262.8/ENSMUSG00000071324.11, intron 12 of 17)",10,41887439,41908424,20986,1,"ENSMUSG00000038332.12","ENSMUST00000041438.6",47224,"140742","Sesn1","sestrin 1"
"chr10",42277745,42278139,395,"*","peak_97",56.5,".",5.40927,9.50353,5.70858,187,"Promoter (<=1kb)",10,42247431,42276755,29325,2,"ENSMUSG00000048756.11","ENSMUST00000105501.1",-990,"56484","Foxo3","forkhead box O3"
"chr10",58322834,58323550,717,"*","peak_98",162.333333333333,".",7.38045333333333,20.6138966666667,16.2858033333333,259.333333333333,"Promoter (<=1kb)",10,58323466,58424691,101226,1,"ENSMUSG00000019920.17","ENSMUST00000020078.13",0,"110829","Lims1","LIM and senescent cell antigen-like domains 1"
"chr10",59951742,59952723,982,"*","peak_99",117.333333333333,".",5.98774666666667,15.7159933333333,11.7691333333333,178,"Promoter (<=1kb)",10,59949675,59951770,2096,2,"ENSMUSG00000020108.3","ENSMUST00000020308.3",0,"74747","Ddit4","DNA-damage-inducible transcript 4"
"chr10",62194312,62194912,601,"*","peak_100",50,".",5.029255,8.793315,5.0633,289,"Promoter (<=1kb)",10,62194167,62194227,61,2,"ENSMUSG00000099185.1","ENSMUST00000184761.1",-85,"102465767","Mir7662","microRNA 7662"
