"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"chr1",19703604,19704306,703,"*","BG1_peak_19",28,".",4.77977,6.39007,2.86308,417,"Distal Intergenic",1,19614269,19616767,2499,1,"ENSMUSG00000102597.1","ENSMUST00000193790.1",89335,NA,NA,NA
"chr1",20905538,20905887,350,"*","BG1_peak_20",24,".",4.10292,5.78522,2.42743,255,"Intron (ENSMUST00000189400.6/ENSMUSG00000025931.15, intron 1 of 2)",1,20915410,20915540,131,2,"ENSMUSG00000077314.1","ENSMUST00000104126.1",9653,"115485789","Gm24171","predicted gene, 24171"
"chr1",21291129,21291593,465,"*","BG1_peak_21",28,".",4.75426,6.34951,2.86308,263,"Exon (ENSMUST00000082032.12/ENSMUSG00000025936.15, exon 4 of 6)",1,21285608,21298127,12520,2,"ENSMUSG00000025936.15","ENSMUST00000178869.7",6534,NA,NA,NA
"chr1",22782137,22782850,714,"*","BG1_peak_22",14,".",3.7176,4.4143,1.4196,174,"Intron (ENSMUST00000081544.12/ENSMUSG00000041670.15, intron 1 of 31)",1,22286251,22805724,519474,2,"ENSMUSG00000041670.15","ENSMUST00000081544.12",22874,"116837","Rims1","regulating synaptic membrane exocytosis 1"
"chr1",23332648,23333166,519,"*","BG1_peak_23",13,".",3.50332,4.08472,1.37169,163,"Distal Intergenic",1,23345956,23346599,644,2,"ENSMUSG00000101226.1","ENSMUST00000189078.1",13433,"100418001","Gm20954","chaperonin containing Tcp1, subunit 8 (theta) pseudogene"
"chr1",23436508,23437091,584,"*","BG1_peak_24",14,".",3.7176,4.4143,1.4196,411,"Distal Intergenic",1,23479539,23480527,989,1,"ENSMUSG00000097920.1","ENSMUST00000180769.1",-42448,"665782","Gm7784","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"chr1",24622987,24623544,558,"*","BG1_peak_25",26,".",4.54409,6.01786,2.61981,231,"Distal Intergenic",1,24615706,24616197,492,2,"ENSMUSG00000101249.1","ENSMUST00000187117.1",-6790,NA,NA,NA
"chr1",24730857,24731361,505,"*","BG1_peak_26",36,".",5.18656,7.24907,3.6121,249,"Intron (ENSMUST00000191471.6/ENSMUSG00000073725.8, intron 8 of 15)",1,24678926,24766301,87376,1,"ENSMUSG00000073725.8","ENSMUST00000095062.9",51931,"68421","Lmbrd1","LMBR1 domain containing 1"
"chr1",24759282,24759655,374,"*","BG1_peak_27",14,".",3.7176,4.4143,1.4196,174,"Intron (ENSMUST00000191471.6/ENSMUSG00000073725.8, intron 14 of 15)",1,24678926,24766301,87376,1,"ENSMUSG00000073725.8","ENSMUST00000095062.9",80356,"68421","Lmbrd1","LMBR1 domain containing 1"
"chr1",25966892,25967314,423,"*","BG1_peak_28",20,".",4.24868,5.37719,2.07713,68,"Distal Intergenic",1,25996604,25997159,556,2,"ENSMUSG00000101618.1","ENSMUST00000185358.1",29845,"100417198","Gm18443","crumbs homolog 1 pseudogene"
"chr1",26687097,26687942,846,"*","BG1_peak_29",56,".",5.70671,9.60069,5.6658,422,"Promoter (<=1kb)",1,26681814,26687460,5647,2,"ENSMUSG00000073722.3","ENSMUST00000097801.3",0,"210940","4931408C20Rik","RIKEN cDNA 4931408C20 gene"
"chr1",29442305,29442665,361,"*","BG1_peak_30",20,".",4.24868,5.37719,2.07713,227,"Distal Intergenic",1,29421488,29421612,125,1,"ENSMUSG00000099257.1","ENSMUST00000183870.1",20817,"102465174","Mir6342","microRNA 6342"
"chr1",30795544,30796034,491,"*","BG1_peak_31",27,".",4.6679,6.21273,2.78158,166,"Promoter (<=1kb)",1,30794548,30794875,328,2,"ENSMUSG00000101180.1","ENSMUST00000186120.1",-669,NA,NA,NA
"chr1",30949702,30950106,405,"*","BG1_peak_32",67,".",6.90411,10.8525,6.79746,162,"Promoter (<=1kb)",1,30940302,30949770,9469,2,"ENSMUSG00000026064.15","ENSMUST00000027232.13",0,"19243","Ptp4a1","protein tyrosine phosphatase 4a1"
"chr1",31135287,31135662,376,"*","BG1_peak_33",20,".",4.1119,5.16299,2.03191,263,"Promoter (<=1kb)",1,31136026,31150105,14080,1,"ENSMUSG00000100910.1","ENSMUST00000186448.1",-364,NA,NA,NA
"chr1",31214410,31214778,369,"*","BG1_peak_34",20,".",4.24868,5.37719,2.07713,162,"Intron (ENSMUST00000127775.7/ENSMUSG00000086727.7, intron 1 of 2)",1,31141717,31222628,80912,2,"ENSMUSG00000086727.7","ENSMUST00000187659.6",7850,"70988","4931428L18Rik","RIKEN cDNA 4931428L18 gene"
"chr1",31794131,31794509,379,"*","BG1_peak_35",28,".",4.77977,6.39007,2.86308,171,"Distal Intergenic",1,31736057,31736891,835,1,"ENSMUSG00000082159.2","ENSMUST00000117896.2",58074,NA,NA,NA
"chr1",34387140,34387497,358,"*","BG1_peak_36",16,".",3.80379,4.68751,1.65137,162,"Distal Intergenic",1,34367371,34369003,1633,1,"ENSMUSG00000101206.1","ENSMUST00000187302.1",19769,"383629","Gm5266","3-phosphoglycerate dehydrogenase pseudogene"
"chr1",34439415,34439795,381,"*","BG1_peak_37",98,".",7.47757,14.1517,9.82168,181,"Promoter (<=1kb)",1,34436670,34439672,3003,2,"ENSMUSG00000042111.9","ENSMUST00000042493.9",0,"69668","Ccdc115","coiled-coil domain containing 115"
"chr1",34583779,34584198,420,"*","BG1_peak_38",29,".",4.21563,6.48508,2.94939,167,"Intron (ENSMUST00000052670.10/ENSMUSG00000045174.10, intron 1 of 1)",1,34579202,34579711,510,2,"ENSMUSG00000045815.4","ENSMUST00000186712.1",-4068,NA,NA,NA
"chr1",35759605,35760093,489,"*","BG1_peak_39",33,".",4.96127,6.89184,3.30189,281,"Promoter (1-2kb)",1,35761602,35761706,105,1,"ENSMUSG00000064601.1","ENSMUST00000082667.1",-1509,"115487610","Gm25634","predicted gene, 25634"
"chr1",36709701,36710098,398,"*","BG1_peak_40",57,".",6.37302,9.68225,5.73409,165,"Promoter (<=1kb)",1,36698114,36710008,11895,2,"ENSMUSG00000037351.9","ENSMUST00000043951.9",0,"226977","Actr1b","ARP1 actin-related protein 1B, centractin beta"
"chr1",36996823,36997237,415,"*","BG1_peak_41",20,".",4.24868,5.37719,2.07713,221,"Distal Intergenic",1,37005439,37005557,119,1,"ENSMUSG00000095944.1","ENSMUST00000177688.1",-8202,NA,NA,NA
"chr1",37512917,37513400,484,"*","BG1_peak_42",14,".",3.43229,4.1223,1.40706,135,"Intron (ENSMUST00000042161.14/ENSMUSG00000026110.15, intron 1 of 14)",1,37444320,37496130,51811,2,"ENSMUSG00000026110.15","ENSMUST00000143636.7",-16787,"269181","Mgat4a","mannoside acetylglucosaminyltransferase 4, isoenzyme A"
"chr1",37934118,37934499,382,"*","BG1_peak_43",20,".",4.14925,5.22125,2.07713,177,"Promoter (<=1kb)",1,37933596,37954136,20541,1,"ENSMUSG00000087374.1","ENSMUST00000129513.1",522,NA,NA,NA
"chr1",38308092,38308605,514,"*","BG1_peak_44",14,".",3.66387,4.33103,1.4196,196,"Promoter (<=1kb)",1,38307902,38311930,4029,1,"ENSMUSG00000085280.1","ENSMUST00000129696.1",190,NA,NA,NA
"chr1",38701847,38702388,542,"*","BG1_peak_45",14,".",3.7176,4.4143,1.4196,157,"Distal Intergenic",1,38722620,38723121,502,1,"ENSMUSG00000102541.1","ENSMUST00000195068.1",-20232,NA,NA,NA
"chr1",38787959,38788450,492,"*","BG1_peak_46",26,".",4.58463,6.08151,2.67375,347,"Distal Intergenic",1,38767184,38767686,503,1,"ENSMUSG00000103531.1","ENSMUST00000192930.1",20775,NA,NA,NA
"chr1",39165015,39165531,517,"*","BG1_peak_47",20,".",4.14925,5.22125,2.07713,450,"Distal Intergenic",1,39186896,39186992,97,2,"ENSMUSG00000098833.1","ENSMUST00000184059.1",21461,"102466631","Mir6349","microRNA 6349"
"chr1",39499593,39500068,476,"*","BG1_peak_48",50,".",5.70608,8.92202,5.05652,174,"Distal Intergenic",1,39519533,39519747,215,1,"ENSMUSG00000065629.2","ENSMUST00000083695.2",-19465,"115487696","Gm24826","predicted gene, 24826"
"chr1",39947685,39948150,466,"*","BG1_peak_49",66,".",5.7074,10.6921,6.6539,239,"Intron (ENSMUST00000163854.8/ENSMUSG00000026074.14, intron 2 of 30)",1,39901230,40024925,123696,1,"ENSMUSG00000026074.14","ENSMUST00000192509.5",46455,"26921","Map4k4","mitogen-activated protein kinase kinase kinase kinase 4"
"chr1",40371022,40371394,373,"*","BG1_peak_50",20,".",4.24868,5.37719,2.07713,174,"Distal Intergenic",1,40353852,40354536,685,1,"ENSMUSG00000103230.1","ENSMUST00000192199.1",17170,"100416211","Gm17970","ribosomal protein 10 pseudogene"
"chr1",40522509,40523013,505,"*","BG1_peak_51",28,".",4.77977,6.39007,2.86308,36,"Intron (ENSMUST00000027237.11/ENSMUSG00000026068.11, intron 3 of 12)",1,40515362,40551705,36344,1,"ENSMUSG00000026068.11","ENSMUST00000027237.11",7147,"16174","Il18rap","interleukin 18 receptor accessory protein"
"chr1",40773899,40774683,785,"*","BG1_peak_52",14,".",3.59791,4.22942,1.4196,414,"Promoter (2-3kb)",1,40771385,40785343,13959,1,"ENSMUSG00000103270.1","ENSMUST00000195134.1",2514,"102641498","Gm37915","predicted gene, 37915"
"chr1",40842043,40842454,412,"*","BG1_peak_53",67,".",6.43555,10.7952,6.74847,203,"Intron (ENSMUST00000114765.3/ENSMUSG00000079588.3, intron 4 of 4)",1,40863737,40864232,496,2,"ENSMUSG00000094136.2","ENSMUST00000178542.2",21778,NA,NA,NA
"chr1",41173045,41173511,467,"*","BG1_peak_54",19,".",4.07522,5.10592,1.98899,112,"Intron (ENSMUST00000194002.1/ENSMUSG00000104072.1, intron 2 of 2)",1,41167587,41181252,13666,2,"ENSMUSG00000104072.1","ENSMUST00000194002.1",7741,"74897","4930448I06Rik","RIKEN cDNA 4930448I06 gene"
"chr1",42026621,42026992,372,"*","BG1_peak_55",20,".",4.14925,5.22125,2.07713,18,"Distal Intergenic",1,42103289,42104333,1045,1,"ENSMUSG00000100178.1","ENSMUST00000191574.1",-76297,NA,NA,NA
"chr1",43258381,43258871,491,"*","BG1_peak_56",14,".",3.69776,4.3835,1.4196,107,"Exon (ENSMUST00000189899.1/ENSMUSG00000099576.1, exon 5 of 6)",1,43270683,43271135,453,1,"ENSMUSG00000099694.1","ENSMUST00000187749.1",-11812,"115486948","Gm29610","60S ribosomal protein L17 pseudogene"
"chr1",43548186,43548554,369,"*","BG1_peak_57",19,".",4.07522,5.10592,1.98899,131,"Intron (ENSMUST00000086421.8/ENSMUSG00000066877.11, intron 3 of 4)",1,43560273,43561565,1293,1,"ENSMUSG00000103945.1","ENSMUST00000193169.1",-11719,NA,NA,NA
"chr1",44871654,44872241,588,"*","BG1_peak_58",28,".",4.77977,6.39007,2.86308,156,"Promoter (1-2kb)",1,44873486,44874152,667,2,"ENSMUSG00000100013.1","ENSMUST00000185547.1",1911,"100502972","Gm19480","predicted gene, 19480"
"chr1",45795121,45795512,392,"*","BG1_peak_59",108,".",8.65985,15.2232,10.8156,185,"Promoter (<=1kb)",1,45795166,45823619,28454,1,"ENSMUSG00000025995.16","ENSMUST00000027139.14",0,"73674","Wdr75","WD repeat domain 75"
"chr1",46853470,46853959,490,"*","BG1_peak_60",68,".",6.25381,10.8729,6.8151,254,"Promoter (<=1kb)",1,46807544,46854046,46503,2,"ENSMUSG00000025986.6","ENSMUST00000027131.5",87,"227059","Slc39a10","solute carrier family 39 (zinc transporter), member 10"
"chr1",47070417,47071202,786,"*","BG1_peak_61",37,".",5.31085,7.44785,3.75466,307,"Promoter (2-3kb)",1,47067788,47068025,238,1,"ENSMUSG00000101921.1","ENSMUST00000186233.1",2629,NA,NA,NA
"chr1",47339616,47340009,394,"*","BG1_peak_62",28,".",4.77977,6.39007,2.86308,166,"Distal Intergenic",1,47365644,47366372,729,2,"ENSMUSG00000081185.1","ENSMUST00000121202.1",26363,NA,NA,NA
"chr1",48809182,48809618,437,"*","BG1_peak_63",20,".",4.24868,5.37719,2.07713,176,"Distal Intergenic",1,48783663,48784593,931,1,"ENSMUSG00000099376.1","ENSMUST00000191041.1",25519,"100418296","Gm19124","predicted gene, 19124"
"chr1",49318167,49318549,383,"*","BG1_peak_64",20,".",4.24868,5.37719,2.07713,180,"Intron (ENSMUST00000188673.6/ENSMUSG00000051616.14, intron 2 of 4)",1,49244616,49340443,95828,1,"ENSMUSG00000051616.14","ENSMUST00000188673.6",73551,"442837","C230029F24Rik","RIKEN cDNA C230029F24 gene"
"chr1",49423459,49423850,392,"*","BG1_peak_65",20,".",4.24868,5.37719,2.07713,171,"Distal Intergenic",1,49399024,49400729,1706,2,"ENSMUSG00000099627.1","ENSMUST00000189810.1",-22730,"627430","Gm6757","heat shock protein 1 (chaperonin) pseudogene 6"
"chr1",50927138,50927523,386,"*","BG1_peak_66",73,".",6.84706,11.4631,7.3543,203,"Promoter (<=1kb)",1,50927519,51187270,259752,1,"ENSMUSG00000026109.14","ENSMUST00000081851.3",0,"56363","Tmeff2","transmembrane protein with EGF-like and two follistatin-like domains 2"
"chr1",51536538,51536983,446,"*","BG1_peak_67",14,".",3.7176,4.4143,1.4196,104,"Intron (ENSMUST00000189410.1/ENSMUSG00000099413.1, intron 3 of 3)",1,51527005,51529369,2365,2,"ENSMUSG00000103424.1","ENSMUST00000194442.1",-7169,NA,NA,NA
"chr1",51684518,51684885,368,"*","BG1_peak_68",14,".",3.7176,4.4143,1.4196,174,"Distal Intergenic",1,51696324,51697900,1577,2,"ENSMUSG00000101741.1","ENSMUST00000189576.1",13015,NA,NA,NA
"chr1",52844668,52845126,459,"*","BG1_peak_69",216,".",11.3379,26.622,21.6413,258,"Promoter (<=1kb)",1,52845013,52920981,75969,1,"ENSMUSG00000041426.12","ENSMUST00000159352.7",0,"227095","Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase"
"chr1",53296773,53297282,510,"*","BG1_peak_70",28,".",4.63887,6.3855,2.86308,230,"Promoter (<=1kb)",1,53297095,53310309,13215,1,"ENSMUSG00000026097.9","ENSMUST00000027266.3",0,"227102","Ormdl1","ORM1-like 1 (S. cerevisiae)"
"chr1",54048864,54049216,353,"*","BG1_peak_71",14,".",3.65177,4.45549,1.45439,174,"Intron (ENSMUST00000120904.7/ENSMUSG00000042807.15, intron 1 of 28)",1,54152397,54155096,2700,2,"ENSMUSG00000102868.1","ENSMUST00000192858.1",105880,NA,NA,NA
"chr1",55211992,55212389,398,"*","BG1_peak_72",14,".",3.7176,4.4143,1.4196,102,"Intron (ENSMUST00000027121.14/ENSMUSG00000025978.14, intron 2 of 8)",1,55226251,55235622,9372,1,"ENSMUSG00000097649.2","ENSMUST00000181563.1",-13862,NA,NA,NA
"chr1",55405503,55405905,403,"*","BG1_peak_73",67,".",6.90411,10.8525,6.79746,309,"Promoter (<=1kb)",1,55405921,55754285,348365,1,"ENSMUSG00000038349.10","ENSMUST00000042986.9",-16,"227120","Plcl1","phospholipase C-like 1"
"chr1",55567168,55567668,501,"*","BG1_peak_74",14,".",3.7176,4.4143,1.4196,18,"Intron (ENSMUST00000042986.9/ENSMUSG00000038349.10, intron 1 of 5)",1,55559460,55561055,1596,1,"ENSMUSG00000102831.1","ENSMUST00000193032.1",7708,NA,NA,NA
"chr1",56174686,56175294,609,"*","BG1_peak_75",28,".",4.77977,6.39007,2.86308,233,"Distal Intergenic",1,56018978,56020203,1226,1,"ENSMUSG00000100372.1","ENSMUST00000186048.1",155708,"69356","1700003I22Rik","RIKEN cDNA 1700003I22 gene"
"chr1",56541304,56541698,395,"*","BG1_peak_76",27,".",4.6679,6.21273,2.78158,352,"Distal Intergenic",1,56531824,56533876,2053,1,"ENSMUSG00000101332.1","ENSMUST00000187560.1",9480,NA,NA,NA
"chr1",56762514,56762915,402,"*","BG1_peak_77",14,".",3.56582,4.1802,1.4196,174,"Distal Intergenic",1,56636044,56637435,1392,2,"ENSMUSG00000045336.5","ENSMUST00000062085.5",-125079,"71066","Hsfy2","heat shock transcription factor, Y-linked 2"
"chr1",59481505,59482398,894,"*","BG1_peak_78",44,".",4.89197,8.22661,4.45027,713,"Promoter (<=1kb)",1,59482424,59486955,4532,1,"ENSMUSG00000041075.8","ENSMUST00000114246.3",-26,"14369","Fzd7","frizzled class receptor 7"
"chr1",60180323,60180854,532,"*","BG1_peak_79a",31,".",4.68421,6.70777,3.1432,125,"Promoter (<=1kb)",1,60180599,60338328,157730,1,"ENSMUSG00000073664.11","ENSMUST00000160834.7",0,"269198","Nbeal1","neurobeachin like 1"
"chr1",60180323,60180854,532,"*","BG1_peak_79b",30,".",4.64954,6.65303,3.09423,437,"Promoter (<=1kb)",1,60180599,60338328,157730,1,"ENSMUSG00000073664.11","ENSMUST00000160834.7",0,"269198","Nbeal1","neurobeachin like 1"
"chr1",62459651,62460007,357,"*","BG1_peak_80",18,".",3.96901,4.94144,1.85819,171,"Intron (ENSMUST00000075374.9/ENSMUSG00000052062.14, intron 19 of 22)",1,62456725,62499261,42537,2,"ENSMUSG00000085400.1","ENSMUST00000147177.1",39254,NA,NA,NA
"chr1",62908095,62908601,507,"*","BG1_peak_81",27,".",4.6679,6.21273,2.78158,59,"Distal Intergenic",1,62821355,62832370,11016,2,"ENSMUSG00000100426.1","ENSMUST00000189802.1",-75725,NA,NA,NA
"chr1",62947379,62947749,371,"*","BG1_peak_82",20,".",4.24868,5.37719,2.07713,162,"Distal Intergenic",1,63025742,63025846,105,1,"ENSMUSG00000104991.1","ENSMUST00000199516.1",-77993,NA,NA,NA
"chr1",63664459,63664817,359,"*","BG1_peak_83",20,".",4.22601,5.34152,2.07713,31,"Exon (ENSMUST00000090313.4/ENSMUSG00000069085.5, exon 7 of 15)",1,63671468,63671971,504,1,"ENSMUSG00000083066.1","ENSMUST00000120763.1",-6651,NA,NA,NA
"chr1",63763105,63763854,750,"*","BG1_peak_84",22,".",4.24393,5.55012,2.22664,203,"Intron (ENSMUST00000027102.1/ENSMUSG00000025961.1, intron 2 of 2)",1,63754907,63769267,14361,2,"ENSMUSG00000025961.1","ENSMUST00000027102.1",5413,"74426","4933402D24Rik","RIKEN cDNA 4933402D24 gene"
"chr1",64305464,64305907,444,"*","BG1_peak_85",37,".",4.96205,7.42517,3.75466,157,"Promoter (2-3kb)",1,64185991,64303043,117053,2,"ENSMUSG00000101895.1","ENSMUST00000190863.1",-2421,NA,NA,NA
"chr1",64532676,64533060,385,"*","BG1_peak_86",48,".",5.57747,8.71569,4.86742,161,"Promoter (<=1kb)",1,64532797,64597571,64775,1,"ENSMUSG00000025958.14","ENSMUST00000171164.7",0,"12912","Creb1","cAMP responsive element binding protein 1"
"chr1",64690648,64691002,355,"*","BG1_peak_87",118,".",7.94634,16.3365,11.8619,164,"Promoter (<=1kb)",1,64690822,64723946,33125,1,"ENSMUSG00000070871.10","ENSMUST00000187170.6",0,"227210","Ccnyl1","cyclin Y-like 1"
"chr1",65179019,65179369,351,"*","BG1_peak_88",15,".",3.61678,4.58284,1.5668,327,"Promoter (<=1kb)",1,65158616,65179181,20566,2,"ENSMUSG00000025950.16","ENSMUST00000097709.10",0,"15926","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble"
"chr1",65186443,65186806,364,"*","BG1_peak_89",68,".",6.2969,10.9443,6.87999,146,"Promoter (<=1kb)",1,65186702,65278695,91994,1,"ENSMUSG00000025949.15","ENSMUST00000081154.13",0,"18711","Pikfyve","phosphoinositide kinase, FYVE type zinc finger containing"
"chr1",69433817,69434205,389,"*","BG1_peak_90",28,".",4.77977,6.39007,2.86308,344,"Distal Intergenic",1,69441056,69444084,3029,1,"ENSMUSG00000099804.1","ENSMUST00000189646.1",-6851,NA,NA,NA
"chr1",71074923,71075580,658,"*","BG1_peak_91",48,".",5.75358,8.6859,4.84163,228,"Exon (ENSMUST00000027393.7/ENSMUSG00000026196.7, exon 4 of 11)",1,71027498,71103146,75649,2,"ENSMUSG00000026196.7","ENSMUST00000027393.7",27566,"12021","Bard1","BRCA1 associated RING domain 1"
"chr1",71750295,71750645,351,"*","BG1_peak_92",14,".",3.63059,4.27968,1.4196,106,"Distal Intergenic",1,71714048,71714924,877,2,"ENSMUSG00000100319.1","ENSMUST00000191412.1",-35371,NA,NA,NA
"chr1",72583077,72583516,440,"*","BG1_peak_93",62,".",6.29004,10.1983,6.20415,267,"Promoter (<=1kb)",1,72583251,72633134,49884,1,"ENSMUSG00000039354.16","ENSMUST00000047615.14",0,"54380","Smarcal1","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1"
"chr1",73850317,73850708,392,"*","BG1_peak_94",14,".",3.68119,4.5003,1.49379,131,"Intron (ENSMUST00000189514.1/ENSMUSG00000100301.6, intron 6 of 8)",1,73855477,73855575,99,2,"ENSMUSG00000098504.1","ENSMUST00000183826.1",4867,"102465179","Mir6351","microRNA 6351"
"chr1",73944212,73944669,458,"*","BG1_peak_95",20,".",3.99057,5.37271,2.07713,113,"Intron (ENSMUST00000169786.7/ENSMUSG00000055322.14, intron 19 of 34)",1,73913911,73928513,14603,2,"ENSMUSG00000055322.14","ENSMUST00000187691.6",-15699,"21961","Tns1","tensin 1"
"chr1",74295620,74295973,354,"*","BG1_peak_96",83,".",6.53223,12.5369,8.33383,181,"Promoter (<=1kb)",1,74295641,74298867,3227,1,"ENSMUSG00000099931.1","ENSMUST00000187941.1",0,NA,NA,NA
"chr1",74397454,74397826,373,"*","BG1_peak_97",21,".",4.17498,5.44338,2.13322,272,"Downstream (<=300bp)",1,74394310,74394394,85,1,"ENSMUSG00000065468.1","ENSMUST00000083534.1",3144,"387219","Mir26b","microRNA 26b"
"chr1",74637339,74637688,350,"*","BG1_peak_98",20,".",4.1119,5.16299,2.03191,95,"Distal Intergenic",1,74661745,74703730,41986,1,"ENSMUSG00000033257.14","ENSMUST00000042125.14",-24057,"67534","Ttll4","tubulin tyrosine ligase-like family, member 4"
"chr1",75317521,75317959,439,"*","BG1_peak_99",211,".",10.7224,26.1315,21.1719,239,"Promoter (<=1kb)",1,75307896,75317637,9742,2,"ENSMUSG00000026209.15","ENSMUST00000066668.13",0,"13437","Dnpep","aspartyl aminopeptidase"
"chr1",75679277,75679649,373,"*","BG1_peak_100",13,".",3.47289,4.03841,1.33629,174,"Distal Intergenic",1,75636390,75637179,790,1,"ENSMUSG00000082012.1","ENSMUST00000121823.1",42887,"383531","Gm5257","ribosomal protein L7A pseudogene"
