chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr4	156196988	156199488	4.4825515738276245	0.0	2.241275786913812	-8.811391255530703	1.0	Agrn	0.002225906555699275
chr1	191904767	191907267	4.4825515738276245	0.0	2.241275786913812	-8.811391255530703	1.0	Slc30a1	0.002225906555699275
chr11	53768014	53770514	4.4825515738276245	0.0	2.241275786913812	-8.811391255530703	1.0	Irf1	0.002225906555699275
chr18	9210856	9213356	4.4825515738276245	0.0	2.241275786913812	-8.811391255530703	1.0	Fzd8	0.002225906555699275
chr1	134234931	134237431	4.4825515738276245	0.0	2.241275786913812	-8.811391255530703	1.0	Adora1	0.002225906555699275
chr9	65906924	65909424	4.444883073207224	0.0	2.222441536603612	-8.799243755771561	1.0	Csnk1g1	0.0022447278268968476
chr8	12393295	12395795	4.444883073207224	0.0	2.222441536603612	-8.799243755771561	1.0	Sox1	0.0022447278268968476
chr8	105347453	105349953	4.426048822897024	0.0	2.213024411448512	-8.793131433579985	1.0	Fhod1	0.002254258327452167
chr11	114763388	114765888	4.426048822897024	0.0	2.213024411448512	-8.793131433579985	1.0	Kif19a	0.002254258327452167
chr15	73645262	73647762	4.407214572586824	0.0	2.203607286293412	-8.786993104853282	1.0	Slc45a4	0.0022638701008685126
chr11	75454217	75456717	4.388380322276624	0.0	2.194190161138312	-8.780828547341757	1.0	Wdr81	0.0022735641911984447
chr14	62553737	62556237	4.388380322276624	0.0	2.194190161138312	-8.780828547341757	1.0	Fam124a	0.0022735641911984447
chr10	87493160	87495660	4.388380322276624	0.0	2.194190161138312	-8.780828547341757	1.0	Ascl1	0.0022735641911984447
chr9	44319782	44322282	4.369546071966424	0.0	2.184773035983212	-8.774637535934497	1.0	C2cd2l	0.002283341660454319
chr11	115813139	115815639	4.350711821656224	0.0	2.175355910828112	-8.768419842610038	1.0	Caskin2	0.0022932035889961506
chr2	117119374	117121874	4.350711821656224	0.0	2.175355910828112	-8.768419842610038	1.0	Spred1	0.0022932035889961506
chr3	101604184	101606684	4.331877571346023	0.0	2.165938785673012	-8.762175236385975	1.0	Atp1a1	0.0023031510759295563
chr10	60275627	60278127	4.331877571346023	0.0	2.165938785673012	-8.762175236385975	1.0	Psap	0.0023031510759295563
chr14	17658960	17661460	4.331877571346023	0.0	2.165938785673012	-8.762175236385975	1.0	Thrb	0.0023031510759295563
chr5	140605320	140607820	4.313043321035823	0.0	2.156521660517912	-8.755903483267481	1.0	Lfng	0.0023131852395140815
chr17	73802841	73805341	4.294209070725623	0.0	2.1471045353628115	-8.749604346194687	1.0	Ehd3	0.0023233072175822887
chr3	90252163	90254663	4.294209070725623	0.0	2.1471045353628115	-8.749604346194687	1.0	Crtc2	0.0023233072175822887
chr9	21422908	21425408	4.294209070725623	0.0	2.1471045353628115	-8.749604346194687	1.0	Dnm2	0.0023233072175822887
chr1	152902146	152904646	4.294209070725623	0.0	2.1471045353628115	-8.749604346194687	1.0	Smg7	0.0023233072175822887
chr2	125723648	125726148	4.294209070725623	0.0	2.1471045353628115	-8.749604346194687	1.0	Shc4	0.0023233072175822887
chr17	47924145	47926645	4.294209070725623	0.0	2.1471045353628115	-8.749604346194687	1.0	Foxp4	0.0023233072175822887
chr1	156673856	156676356	4.256540570105223	0.0	2.1282702850526114	-8.73692295629774	1.0	Tor3a	0.0023438192689571387
chr17	28175207	28177707	4.256540570105223	0.0	2.1282702850526114	-8.73692295629774	1.0	Zfp523	0.0023438192689571387
chr15	86033277	86035777	4.256540570105223	0.0	2.1282702850526114	-8.73692295629774	1.0	Celsr1	0.0023438192689571387
chr19	6239668	6242168	4.256540570105223	0.0	2.1282702850526114	-8.73692295629774	1.0	Atg2a	0.0023438192689571387
chr4	136204365	136206865	4.237706319795023	0.0	2.1188531598975118	-8.730540213538807	1.0	Asap3	0.002354211719722317
chr7	127588095	127590595	4.237706319795023	0.0	2.1188531598975118	-8.730540213538807	1.0	Ccdc189	0.002354211719722317
chr19	46326656	46329156	4.237706319795023	0.0	2.1188531598975118	-8.730540213538807	1.0	Psd	0.002354211719722317
chr9	96194275	96196775	4.218872069484823	0.0	2.109436034742412	-8.724129106842435	1.0	Tfdp2	0.002364696740806877
chr15	72809824	72812324	4.218872069484823	0.0	2.109436034742412	-8.724129106842435	1.0	Trappc9	0.002364696740806877
chr11	6289633	6292133	4.218872069484823	0.0	2.109436034742412	-8.724129106842435	1.0	Ogdh	0.002364696740806877
chr10	99106159	99108659	4.218872069484823	0.0	2.109436034742412	-8.724129106842435	1.0	Galnt4	0.002364696740806877
chr3	141463216	141465716	4.218872069484823	0.0	2.109436034742412	-8.724129106842435	1.0	Unc5c	0.002364696740806877
chr17	24349950	24352450	4.200037819174623	0.0	2.100018909587312	-8.717689382992907	1.0	Abca3	0.0023752755745934137
chr14	19749257	19751757	4.200037819174623	0.0	2.100018909587312	-8.717689382992907	1.0	Nid2	0.0023752755745934137
chr12	80112513	80115013	4.181203568864423	0.0	2.090601784432212	-8.711220785368473	1.0	Zfp36l1	0.002385949485796376
chr4	129982870	129985370	4.162369318554223	0.0	2.0811846592771115	-8.70472305387998	1.0	Adgrb2	0.002396719761966117
chr18	38211553	38214053	4.162369318554223	0.0	2.0811846592771115	-8.70472305387998	1.0	Pcdh1	0.002396719761966117
chr11	115185487	115187987	4.162369318554223	0.0	2.0811846592771115	-8.70472305387998	1.0	Tmem104	0.002396719761966117
chr12	111573902	111576402	4.162369318554223	0.0	2.0811846592771115	-8.70472305387998	1.0	2810029C07Rik	0.002396719761966117
chr5	137600558	137603058	4.143535068244023	0.0	2.0717675341220114	-8.69819592490812	1.0	Mospd3	0.0024075877140066295
chr6	88900251	88902751	4.143535068244023	0.0	2.0717675341220114	-8.69819592490812	1.0	Tpra1	0.0024075877140066295
chr7	126502937	126505437	4.143535068244023	0.0	2.0717675341220114	-8.69819592490812	1.0	Atxn2l	0.0024075877140066295
chr11	118355240	118357740	4.124700817933823	0.0	2.062350408966912	-8.69163913123926	1.0	Timp2	0.0024185546767074573
chr9	121758033	121760533	4.105866567623623	0.0	2.0529332838118117	-8.685052401999798	1.0	Zfp651	0.002429622009290183
chr7	111779477	111781977	4.105866567623623	0.0	2.0529332838118117	-8.685052401999798	1.0	Galnt18	0.002429622009290183
chr7	101837729	101840229	4.105866567623623	0.0	2.0529332838118117	-8.685052401999798	1.0	Inppl1	0.002429622009290183
chr5	84416882	84419382	4.105866567623623	0.0	2.0529332838118117	-8.685052401999798	1.0	Epha5	0.002429622009290183
chr4	120286849	120289349	4.105866567623623	0.0	2.0529332838118117	-8.685052401999798	1.0	Foxo6	0.002429622009290183
chr19	28679577	28682077	4.105866567623623	0.0	2.0529332838118117	-8.685052401999798	1.0	Glis3	0.002429622009290183
chr8	120226456	120228956	4.087032317313422	0.0	2.043516158656711	-8.678435462589015	1.0	Gse1	0.002440791095970016
chr10	8518325	8520825	4.087032317313422	0.0	2.043516158656711	-8.678435462589015	1.0	Ust	0.002440791095970016
chr17	35516324	35518824	4.068198067003222	0.0	2.034099033501611	-8.671788034610387	1.0	Tcf19	0.002452063346532919
chr9	37146822	37149322	4.068198067003222	0.0	2.034099033501611	-8.671788034610387	1.0	Pknox2	0.002452063346532919
chr11	66166035	66168535	4.068198067003222	0.0	2.034099033501611	-8.671788034610387	1.0	Gm12296	0.002452063346532919
chr17	26243723	26246223	4.049363816693022	0.0	2.024681908346511	-8.665109835801296	1.0	Fam234a	0.0024634401969288243
chr4	147904204	147906704	4.049363816693022	0.0	2.024681908346511	-8.665109835801296	1.0	Mfn2	0.0024634401969288243
chr10	126976717	126979217	4.030529566382822	0.0	2.015264783191411	-8.658400579961114	1.0	Ctdsp2	0.00247492310988142
chr5	4757535	4760035	4.030529566382822	0.0	2.015264783191411	-8.658400579961114	1.0	Fzd1	0.00247492310988142
chr12	53246677	53249177	4.030529566382822	0.0	2.015264783191411	-8.658400579961114	1.0	Npas3	0.00247492310988142
chr12	86884314	86886814	4.030529566382822	0.0	2.015264783191411	-8.658400579961114	1.0	Irf2bpl	0.00247492310988142
chr17	35133178	35135678	4.030529566382822	0.0	2.015264783191411	-8.658400579961114	1.0	Bag6	0.00247492310988142
chr6	83775313	83777813	4.011695316072622	0.0	2.005847658036311	-8.651659976877607	1.0	Tex261	0.0024865135755150827
chr10	115361762	115364262	4.011695316072622	0.0	2.005847658036311	-8.651659976877607	1.0	Tmem19	0.0024865135755150827
chr15	66285724	66288224	3.9928610657624217	0.0	1.9964305328812109	-8.644887732251606	1.0	Kcnq3	0.0024982131119995056
chr8	4258774	4261274	3.9928610657624217	0.0	1.9964305328812109	-8.644887732251606	1.0	Ctxn1	0.0024982131119995056
chr17	36835134	36837634	3.9928610657624217	0.0	1.9964305328812109	-8.644887732251606	1.0	Trim26	0.0024982131119995056
chr7	123499949	123502449	3.9928610657624217	0.0	1.9964305328812109	-8.644887732251606	1.0	Zkscan2	0.0024982131119995056
chr14	48444128	48446628	3.9928610657624217	0.0	1.9964305328812109	-8.644887732251606	1.0	Tmem260	0.0024982131119995056
chr1	93101451	93103951	3.9740268154522216	0.0	1.9870134077261108	-8.638083547619912	1.0	Kif1a	0.0025100232662126068
chr19	4876668	4879168	3.9740268154522216	0.0	1.9870134077261108	-8.638083547619912	1.0	Zdhhc24	0.0025100232662126068
chr16	90384397	90386897	3.9740268154522216	0.0	1.9870134077261108	-8.638083547619912	1.0	Hunk	0.0025100232662126068
chr11	57643442	57645942	3.955192565142021	0.0	1.9775962825710105	-8.631247120276361	1.0	Galnt10	0.002521945614422343
chr16	31661443	31663943	3.936358314831821	0.0	1.9681791574159104	-8.624378143191025	1.0	Dlg1	0.0025339817629880267
chr15	103501298	103503798	3.936358314831821	0.0	1.9681791574159104	-8.624378143191025	1.0	Pde1b	0.0025339817629880267
chr15	32242813	32245313	3.936358314831821	0.0	1.9681791574159104	-8.624378143191025	1.0	Sema5a	0.0025339817629880267
chr4	130661321	130663821	3.936358314831821	0.0	1.9681791574159104	-8.624378143191025	1.0	Pum1	0.0025339817629880267
chr4	135352821	135355321	3.917524064521621	0.0	1.9587620322608104	-8.61747630492746	1.0	Srrm1	0.0025461333490818527
chr8	84687362	84689862	3.917524064521621	0.0	1.9587620322608104	-8.61747630492746	1.0	Nacc1	0.0025461333490818527
chr11	98201059	98203559	3.917524064521621	0.0	1.9587620322608104	-8.61747630492746	1.0	Cdk12	0.0025461333490818527
chr5	114091070	114093570	3.917524064521621	0.0	1.9587620322608104	-8.61747630492746	1.0	Usp30	0.0025461333490818527
chr10	74965177	74967677	3.917524064521621	0.0	1.9587620322608104	-8.61747630492746	1.0	Gnaz	0.0025461333490818527
chr4	42947814	42950314	3.879855563901221	0.0	1.9399277819506104	-8.603572776576922	1.0	Dnajb5	0.0025707895410828
chr7	4135039	4137539	3.879855563901221	0.0	1.9399277819506104	-8.603572776576922	1.0	Leng8	0.0025707895410828
chr15	26894549	26897049	3.861021313591021	0.0	1.9305106567955104	-8.59657044081167	1.0	Fbxl7	0.002583297582188543
chr9	103761337	103763837	3.861021313591021	0.0	1.9305106567955104	-8.59657044081167	1.0	Tmem108	0.002583297582188543
chr5	139905943	139908443	3.842187063280821	0.0	1.9210935316404103	-8.589533952331708	1.0	Elfn1	0.002595927932815192
chr5	111415362	111417862	3.823352812970621	0.0	1.9116764064853105	-8.582462976355288	1.0	Mn1	0.002608682395777339
chr1	9699709	9702209	3.823352812970621	0.0	1.9116764064853105	-8.582462976355288	1.0	Mybl1	0.002608682395777339
chr14	54577161	54579661	3.823352812970621	0.0	1.9116764064853105	-8.582462976355288	1.0	Ajuba	0.002608682395777339
chr18	20745904	20748404	3.823352812970621	0.0	1.9116764064853105	-8.582462976355288	1.0	B4galt6	0.002608682395777339
chr7	19458321	19460821	3.8045185626604208	0.0	1.9022592813302104	-8.575357173153858	1.0	Mark4	0.0026215628094952933
chr8	70476468	70478968	3.8045185626604208	0.0	1.9022592813302104	-8.575357173153858	1.0	Klhl26	0.0026215628094952933
chr14	28502750	28505250	3.8045185626604208	0.0	1.9022592813302104	-8.575357173153858	1.0	Wnt5a	0.0026215628094952933
chr9	43742576	43745076	3.8045185626604208	0.0	1.9022592813302104	-8.575357173153858	1.0	Nectin1	0.0026215628094952933
chr9	45954747	45957247	3.8045185626604208	0.0	1.9022592813302104	-8.575357173153858	1.0	Sidt2	0.0026215628094952933
chr5	52188672	52191172	3.8045185626604208	0.0	1.9022592813302104	-8.575357173153858	1.0	9230114K14Rik	0.0026215628094952933
chr15	76669615	76672115	3.7856843123502206	0.0	1.8928421561751103	-8.56821619795413	1.0	Ppp1r16a	0.0026345710488784495
chr17	34122134	34124634	3.766850062040021	0.0	1.8834250310200105	-8.561039700837691	1.0	Brd2	0.002647709026235109
chr8	127061893	127064393	3.766850062040021	0.0	1.8834250310200105	-8.561039700837691	1.0	Pard3	0.002647709026235109
chr17	86751907	86754407	3.766850062040021	0.0	1.8834250310200105	-8.561039700837691	1.0	Epas1	0.002647709026235109
chr14	118236530	118239030	3.74801581172982	0.0	1.87400790586491	-8.553827326638125	1.0	Sox21	0.0026609786922096486
chr8	95888047	95890547	3.74801581172982	0.0	1.87400790586491	-8.553827326638125	1.0	Got2	0.0026609786922096486
chr11	99039244	99041744	3.74801581172982	0.0	1.87400790586491	-8.553827326638125	1.0	Igfbp4	0.0026609786922096486
chr11	120726781	120729281	3.72918156141962	0.0	1.86459078070981	-8.546578714835533	1.0	Dcxr	0.0026743820367480086
chr4	133128505	133131005	3.72918156141962	0.0	1.86459078070981	-8.546578714835533	1.0	Wasf2	0.0026743820367480086
chr8	72474733	72477233	3.72918156141962	0.0	1.86459078070981	-8.546578714835533	1.0	Cherp	0.0026743820367480086
chr9	65030458	65032958	3.71034731110942	0.0	1.85517365555471	-8.539293499448405	1.0	Dpp8	0.0026879210900925183
chr19	60753987	60756487	3.71034731110942	0.0	1.85517365555471	-8.539293499448405	1.0	Nanos1	0.0026879210900925183
chr10	80796198	80798698	3.71034731110942	0.0	1.85517365555471	-8.539293499448405	1.0	Sf3a2	0.0026879210900925183
chr15	98165806	98168306	3.69151306079922	0.0	1.84575653039961	-8.531971308922733	1.0	Ccdc184	0.0027015979238070886
chr16	33060521	33063021	3.69151306079922	0.0	1.84575653039961	-8.531971308922733	1.0	Lmln	0.0027015979238070886
chr6	86847517	86850017	3.69151306079922	0.0	1.84575653039961	-8.531971308922733	1.0	Aak1	0.0027015979238070886
chr7	30534560	30537060	3.67267881048902	0.0	1.83633940524451	-8.524611766018305	1.0	Arhgap33	0.0027154146518338666
chr9	27297228	27299728	3.67267881048902	0.0	1.83633940524451	-8.524611766018305	1.0	Igsf9b	0.0027154146518338666
chr11	78497254	78499754	3.67267881048902	0.0	1.83633940524451	-8.524611766018305	1.0	Sarm1	0.0027154146518338666
chr7	141453198	141455698	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Pnpla2	0.002729373431582462
chr2	32874114	32876614	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Fam129b	0.002729373431582462
chr5	31290616	31293116	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Ift172	0.002729373431582462
chr2	25704739	25707239	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Bmyc	0.002729373431582462
chr15	76244807	76247307	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Grina	0.002729373431582462
chr14	25768539	25771039	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Zcchc24	0.002729373431582462
chr2	26313515	26316015	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Gpsm1	0.002729373431582462
chr7	136892614	136895114	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	Mgmt	0.002729373431582462
chr9	26731728	26734228	3.65384456017882	0.0	1.82692228008941	-8.517214487692089	1.0	B3gat1	0.002729373431582462
chr4	119106711	119109211	3.63501030986862	0.0	1.81750515493431	-8.509779084978595	1.0	Slc2a1	0.0027434764650529735
chr4	137466769	137469269	3.63501030986862	0.0	1.81750515493431	-8.509779084978595	1.0	Hspg2	0.0027434764650529735
chr17	24632129	24634629	3.61617605955842	0.0	1.80808802977921	-8.502305162867158	1.0	Tsc2	0.002757725999993987
chr3	122293220	122295720	3.61617605955842	0.0	1.80808802977921	-8.502305162867158	1.0	Gm17494	0.002757725999993987
chr15	79804266	79806766	3.61617605955842	0.0	1.80808802977921	-8.502305162867158	1.0	Nptxr	0.002757725999993987
chr16	30597723	30600223	3.61617605955842	0.0	1.80808802977921	-8.502305162867158	1.0	Fam43a	0.002757725999993987
chr4	142238901	142241401	3.61617605955842	0.0	1.80808802977921	-8.502305162867158	1.0	Kazn	0.002757725999993987
chr2	137116144	137118644	3.61617605955842	0.0	1.80808802977921	-8.502305162867158	1.0	Jag1	0.002757725999993987
chr16	18426352	18428852	3.59734180924822	0.0	1.79867090462411	-8.494792320176005	1.0	Comt	0.002772124331096871
chr15	76327515	76330015	3.59734180924822	0.0	1.79867090462411	-8.494792320176005	1.0	Oplah	0.002772124331096871
chr7	27193781	27196281	3.59734180924822	0.0	1.79867090462411	-8.494792320176005	1.0	BC024978	0.002772124331096871
chr7	126270619	126273119	3.5785075589380195	0.0	1.7892537794690098	-8.487240149423046	1.0	Sbk1	0.0027866738012276605
chr7	25071846	25074346	3.5785075589380195	0.0	1.7892537794690098	-8.487240149423046	1.0	Zfp574	0.0027866738012276605
chr2	121270907	121273407	3.5596733086278194	0.0	1.7798366543139097	-8.479648236693253	1.0	Trp53bp1	0.002801376802697948
chr15	79402803	79405303	3.5596733086278194	0.0	1.7798366543139097	-8.479648236693253	1.0	Tmem184b	0.002801376802697948
chrX	98890525	98893025	3.5596733086278194	0.0	1.7798366543139097	-8.479648236693253	1.0	Ophn1	0.002801376802697948
chr5	132542844	132545344	3.5408390583176192	0.0	1.7704195291588096	-8.47201616150253	1.0	Auts2	0.0028162357785762276
chr2	126151504	126154004	3.5408390583176192	0.0	1.7704195291588096	-8.47201616150253	1.0	Fam227b	0.0028162357785762276
chr8	107291470	107293970	3.5408390583176192	0.0	1.7704195291588096	-8.47201616150253	1.0	Nfat5	0.0028162357785762276
chr8	10151911	10154411	3.5408390583176192	0.0	1.7704195291588096	-8.47201616150253	1.0	Myo16	0.0028162357785762276
chr13	15461235	15463735	3.5408390583176192	0.0	1.7704195291588096	-8.47201616150253	1.0	Gli3	0.0028162357785762276
chr6	55449978	55452478	3.522004808007419	0.0	1.7610024040037096	-8.464343496657971	1.0	Adcyap1r1	0.0028312532240411946
chr10	84574626	84577126	3.522004808007419	0.0	1.7610024040037096	-8.464343496657971	1.0	Tcp11l2	0.0028312532240411946
chr2	121287600	121290100	3.522004808007419	0.0	1.7610024040037096	-8.464343496657971	1.0	Map1a	0.0028312532240411946
chr17	30575787	30578287	3.522004808007419	0.0	1.7610024040037096	-8.464343496657971	1.0	Btbd9	0.0028312532240411946
chr10	75763857	75766357	3.522004808007419	0.0	1.7610024040037096	-8.464343496657971	1.0	Cabin1	0.0028312532240411946
chr7	98360828	98363328	3.503170557697219	0.0	1.7515852788486097	-8.45662980811438	1.0	Tsku	0.0028464316877785476
