chr	start	end	gene	raw_count	count
chr13	48625073	48627573	Ptpdc1	110	2.0717675341220114
chr13	48870385	48872885	Phf2	118	2.222441536603612
chr13	49147514	49150014	Wnk2	100	1.8834250310200102
chr13	51566584	51569084	Shc3	97	1.82692228008941
chr13	51793247	51795747	Sema4d	51	0.9605467658202053
chr13	51844678	51847178	Gadd45g	396	7.45836312283924
chr13	54369349	54371849	Cplx2	150	2.8251375465300153
chr13	54693407	54695907	Rnf44	618	11.639566691703664
chr13	54749374	54751874	Gprin1	135	2.542623791877014
chr13	54787377	54789877	Tspan17	166	3.126485551493217
chr13	54947411	54949911	Unc5a	109	2.0529332838118113
chr13	55103311	55105811	Zfp346	180	3.3901650558360186
chr13	55462267	55464767	Prr7	272	5.1229160843744275
chr13	55487611	55490111	Dbn1	143	2.6932977943586147
chr13	55513176	55515676	Pdlim7	166	3.126485551493217
chr13	60599947	60602447	Dapk1	136	2.5614580421872137
chr13	64159866	64162366	Habp4	336	6.328308104227235
chr13	73761697	73764197	Slc12a7	121	2.2789442875342125
chr13	74007407	74009907	Tppp	116	2.184773035983212
chr13	74637872	74640372	Erap1	64	1.2053920198528065
chr13	74807421	74809921	Cast	4	0.07533700124080041
chr13	76382535	76385035	Mctp1	90	1.6950825279180093
chr13	78199257	78201757	Nr2f1	151	2.8439717968402154
chr13	80960888	80963388	9330111N05Rik	112	2.1094360347424117
chr13	91223487	91225987	Atg10	108	2.034099033501611
chr13	93769679	93772179	Arsb	123	2.316612788154613
chr13	94055796	94058296	Lhfpl2	121	2.2789442875342125
chr13	96541985	96544485	Polk	466	8.776760644553248
chr13	97239105	97241605	Enc1	292	5.49960109057843
chr13	99516102	99518602	Map1b	104	1.9587620322608106
chr13	112462070	112464570	Il6st	150	2.8251375465300153
chr13	117025016	117027516	Parp8	67	1.261894770783407
chr14	7815957	7818457	Flnb	136	2.5614580421872137
chr14	11551532	11554032	Ptprg	168	3.1641540521136173
chr14	12822579	12825079	Cadps	47	0.8852097645794048
chr14	17658960	17661460	Thrb	230	4.331877571346023
chr14	19749257	19751757	Nid2	223	4.200037819174623
chr14	20672321	20674821	Sec24c	61	1.1488892689222063
chr14	20705552	20708052	Zswim8	126	2.3731155390852128
chr14	21989101	21991601	Zfp503	76	1.4314030235752078
chr14	24004359	24006859	Kcnma1	81	1.5255742751262082
chr14	24245420	24247920	Dlg5	42	0.7910385130284043
chr14	25457185	25459685	Zmiz1	328	6.1776341017456335
chr14	25460628	25463128	Zmiz1os1	178	3.3524965552156183
chr14	25768539	25771039	Zcchc24	194	3.65384456017882
chr14	27620428	27622928	Erc2	74	1.3937345229548075
chr14	28502750	28505250	Wnt5a	202	3.8045185626604208
chr14	30712849	30715349	Sfmbt1	12	0.22601100372240124
chr14	32320019	32322519	Ogdhl	175	3.295993804285018
chr14	34817825	34820325	Grid1	97	1.82692228008941
chr14	46880854	46883354	Samd4	138	2.599126542807614
chr14	48444128	48446628	Tmem260	212	3.9928610657624217
chr14	51982719	51985219	Arhgef40	118	2.222441536603612
chr14	54252188	54254688	Abhd4	172	3.2394910533544174
chr14	54462164	54464664	Lrp10	76	1.4314030235752078
chr14	54577161	54579661	Ajuba	203	3.823352812970621
chr14	54912632	54915132	Slc22a17	103	1.9399277819506107
chr14	61046355	61048855	Tnfrsf19	80	1.506740024816008
chr14	62553737	62556237	Fam124a	233	4.388380322276624
chr14	63434394	63436894	Fam167a	153	2.8816402974606157
chr14	63543453	63545953	Mtmr9	115	2.1659387856730117
chr14	63604503	63607003	Xkr6	100	1.8834250310200102
chr14	64650531	64653031	Kif13b	116	2.184773035983212
chr14	65261963	65264463	Fzd3	113	2.1282702850526114
chr14	67933072	67935572	Dock5	66	1.2430605204732068
chr14	69765472	69767972	Tnfrsf10b	78	1.469071524195608
chr14	70075445	70077945	Egr3	242	4.557888575068425
chr14	70350925	70353425	Slc39a14	127	2.391949789395413
chr14	70519760	70522260	Bmp1	350	6.591987608570036
chr14	70599335	70601835	Fam160b2	107	2.015264783191411
chr14	70888130	70890630	Gfra2	118	2.222441536603612
chr14	73325322	73327822	Rb1	102	1.9210935316404105
chr14	74947377	74949877	Lrch1	36	0.6780330111672037
chr14	77034772	77037272	Ccdc122	78	1.469071524195608
chr14	77154763	77157263	Enox1	104	1.9587620322608106
chr14	78847178	78849678	Vwa8	175	3.295993804285018
chr14	84441563	84444063	Pcdh17	117	2.203607286293412
chr14	102982137	102984637	Kctd12	364	6.855667112912838
chr14	111673115	111675615	Slitrk5	58	1.092386517991606
chr14	118236530	118239030	Sox21	199	3.7480158117298203
chr14	118924814	118927314	Dzip1	247	4.652059826619426
chr14	120476461	120478961	Rap2a	832	15.670096258086485
chr14	122473435	122475935	Zic2	382	7.194683618496439
chr14	122983535	122986035	Tmtc4	28	0.5273590086856029
chr15	3582992	3585492	Ghr	248	4.670894076929626
chr15	6874469	6876969	Osmr	174	3.2771595539748177
chr15	12739424	12741924	Pdzd2	438	8.249401635867645
chr15	13173139	13175639	Cdh6	188	3.5408390583176192
chr15	25620525	25623025	Myo10	310	5.838617596162032
chr15	26894549	26897049	Fbxl7	205	3.861021313591021
chr15	30170593	30173093	Ctnnd2	166	3.126485551493217
chr15	32242813	32245313	Sema5a	209	3.9363583148318213
chr15	32918723	32921223	Sdc2	272	5.1229160843744275
chr15	39196332	39198832	Rims2	43	0.8098727633386044
chr15	53345659	53348159	Ext1	247	4.652059826619426
chr15	53902037	53904537	Samd12	147	2.7686347955994153
chr15	55906449	55908949	Sntb1	128	2.410784039705613
chr15	57692665	57695165	Zhx2	163	3.0699828005626166
chr15	58214392	58216892	Fbxo32	337	6.347142354537435
chr15	59081526	59084026	Mtss1	113	2.1282702850526114
chr15	61983341	61985841	Myc	417	7.8538823793534425
chr15	62035986	62038486	Pvt1	254	4.783899578790826
chr15	64382419	64384919	Asap1	151	2.8439717968402154
