chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr5	136170213	136172713	1.9930353916895625	0.0	-1.5816093383459164	Klc2	0.33410897939148726
chr5	138996870	138999370	1.9930353916895625	0.0	-1.5816093383459164	Klrg2	0.33410897939148726
chr1	72874384	72876884	1.9795689363403084	0.0	-1.575103626530518	Kmt2d	0.3356190178396282
chr9	90161069	90163569	1.9661024809910543	0.0	-1.5685684448132475	Layn	0.33714276779333435
chr4	155692342	155694842	1.9661024809910543	0.0	-1.5685684448132475	Kmt2e	0.33714276779333435
chr1	84695721	84698221	1.9661024809910543	0.0	-1.5685684448132475	Lasp1	0.33714276779333435
chr3	90389438	90391938	1.9526360256418007	0.0	-1.5620035249902215	Lgals3bp	0.3386804168599259
chr10	14545159	14547659	1.939169570292547	0.0	-1.5554085951794514	Lhfpl2	0.3402321560849808
chr6	116673452	116675952	1.9257031149432933	0.0	-1.5487833797532786	Lrp2	0.341798180031463
chr19	23447942	23450442	1.91223665959404	0.0	-1.5421275992692538	Lrp4	0.34337868686104583
chr11	97797000	97799500	1.91223665959404	0.0	-1.5421275992692538	Lrrk2	0.34337868686104583
chr5	30812641	30815141	1.871837293546278	0.0	-1.5219740143269251	Lurap1	0.3482091420176362
chr2	129590835	129593335	1.8449043828477705	0.0	-1.5083801644090078	Lypd1	0.3515056625555171
chr3	54915387	54917887	1.8314379274985169	0.0	-1.5015349025354854	Mafb	0.3531774404404716
chr16	97462407	97464907	1.8314379274985169	0.0	-1.5015349025354854	Mamdc2	0.3531774404404716
chr7	31126503	31129003	1.8179714721492628	0.0	-1.4946570065385671	Mamld1	0.35486519643057335
chrX	103821483	103823983	1.804505016800009	0.0	-1.4877461637670757	Maneal	0.35656916069311156
chr14	55488651	55491151	1.7910385614507554	0.0	-1.480802057055166	Mapre3	0.358289567837504
chr5	88884486	88886986	1.7910385614507554	0.0	-1.480802057055166	Mctp1	0.358289567837504
chr5	96371955	96374455	1.7775721061015015	0.0	-1.4738243646349845	Me3	0.3600266570229795
chr17	78906492	78908992	1.7775721061015015	0.0	-1.4738243646349845	Micall1	0.3600266570229795
chr5	121218219	121220719	1.7641056507522477	0.0	-1.4668127600472036	Mpp2	0.3617806720694093
chr3	96179151	96181651	1.7641056507522477	0.0	-1.4668127600472036	Mob3c	0.3617806720694093
chr1	133920914	133923414	1.7506391954029938	0.0	-1.459766912049372	Mx1	0.3635518615713941
chr9	37255238	37257738	1.7506391954029938	0.0	-1.459766912049372	Mtmr9	0.3635518615713941
chr11	32221800	32224300	1.7506391954029938	0.0	-1.459766912049372	Mxra8	0.3635518615713941
chr8	90347843	90350343	1.73717274005374	0.0	-1.4526864845220149	Natd1	0.3653404790157184
chr4	129134999	129137499	1.73717274005374	0.0	-1.4526864845220149	Naaladl2	0.3653404790157184
chr17	32916842	32919342	1.73717274005374	0.0	-1.4526864845220149	Myo19	0.3653404790157184
chr6	90484427	90486927	1.73717274005374	0.0	-1.4526864845220149	Nanos1	0.3653404790157184
chr11	7213423	7215923	1.7237062847044862	0.0	-1.445571136372421	Nav3	0.3671467829022897
chr16	74411325	74413825	1.7237062847044862	0.0	-1.445571136372421	Ndp	0.3671467829022897
chr15	84667620	84670120	1.7102398293552326	0.0	-1.4384205214360437	Ndrg4	0.368971036868682
chr2	91455511	91458011	1.6967733740059787	0.0	-1.4312342883754443	Neu3	0.37081350981841277
chr13	74007407	74009907	1.6967733740059787	0.0	-1.4312342883754443	Nfkbie	0.37081350981841277
chr3	54753582	54756082	1.6833069186567249	0.0	-1.4240120805767122	Nisch	0.3726744760530802
chr1	36943166	36945666	1.669840463307471	0.0	-1.4167535360432717	Npl	0.3745542154085014
chr2	152960485	152962985	1.669840463307471	0.0	-1.4167535360432717	Npdc1	0.3745542154085014
chr9	34483894	34486394	1.6563740079582172	0.0	-1.4094582872870076	Nrp1	0.37645301339499077
chr9	51763337	51765837	1.6563740079582172	0.0	-1.4094582872870076	Ntng2	0.37645301339499077
chr6	121243906	121246406	1.6429075526089634	0.0	-1.4021259612166272	Ntrk3	0.3783711613419257
chr14	63543482	63545982	1.6294410972597098	0.0	-1.3947561790231635	Nuak2	0.38030895654675706
chr1	84363680	84366180	1.6294410972597098	0.0	-1.3947561790231635	Ogfr	0.38030895654675706
chr10	10557765	10560265	1.615974641910456	0.0	-1.3873485560625454	Osbpl5	0.38226670242862
chr5	105293198	105295698	1.615974641910456	0.0	-1.3873485560625454	Orai2	0.38226670242862
chr17	46282526	46285026	1.5755752758626944	0.0	-1.364894706058786	Parp9	0.3882627735137922
chr1	75544266	75546766	1.5755752758626944	0.0	-1.364894706058786	Pde1b	0.3882627735137922
chr9	86880154	86882654	1.5755752758626944	0.0	-1.364894706058786	Pcdh19	0.3882627735137922
chr9	37432746	37435246	1.5621088205134406	0.0	-1.3573317526042348	Pde1c	0.39030348437721796
chr1	132314126	132316626	1.548642365164187	0.0	-1.34972894330796	Pdgfa	0.39236576055879013
chr11	98410470	98412970	1.5351759098149331	0.0	-1.3420858558726805	Peg13	0.3944499457132343
chr4	46649709	46652209	1.5351759098149331	0.0	-1.3420858558726805	Pdlim7	0.3944499457132343
chr1	21961442	21963942	1.5217094544656793	0.0	-1.3344020612535998	Phyhipl	0.3965563908360284
chr8	3351415	3353915	1.5082429991164257	0.0	-1.3266771235138894	Pid1	0.3986854544604603
chr14	54912632	54915132	1.5082429991164257	0.0	-1.3266771235138894	Pidd1	0.3986854544604603
chr7	99827917	99830417	1.4947765437671716	0.0	-1.318910599676275	Plbd2	0.4008375028610684
chr3	32815546	32818046	1.4947765437671716	0.0	-1.318910599676275	Pla2g7	0.4008375028610684
chr7	83582927	83585427	1.4947765437671716	0.0	-1.318910599676275	Piezo1	0.4008375028610684
chr3	105452455	105454955	1.4947765437671716	0.0	-1.318910599676275	Plxna2	0.4008375028610684
chr3	123235649	123238149	1.4813100884179178	0.0	-1.311102039570612	Pml	0.4030129102637065
chr19	5118060	5120560	1.4678436330686642	0.0	-1.303250985677311	Podn	0.40521205906248603
chr3	89912696	89915196	1.4678436330686642	0.0	-1.303250985677311	Ppp1r13b	0.40521205906248603
chr2	152103516	152106016	1.4543771777194103	0.0	-1.2953569729664776	Ppp1r1a	0.407435340043861
chr10	28072820	28075320	1.4409107223701565	0.0	-1.2874195287326349	Prelp	0.4096831526181288
chr1	158360273	158362773	1.4139778116716488	0.0	-1.2714124154722246	Prkg1	0.4142540147490058
chr17	43566098	43568598	1.400511356322395	0.0	-1.2633417611042963	Prr5	0.4165779084386458
chr14	24013991	24016491	1.3870449009731414	0.0	-1.255225704166664	Prrx1	0.41892802250695993
chr2	25397351	25399851	1.3870449009731414	0.0	-1.255225704166664	Rab32	0.41892802250695993
chr7	105648827	105651327	1.3870449009731414	0.0	-1.255225704166664	Ptprk	0.41892802250695993
chr10	110455704	110458204	1.3870449009731414	0.0	-1.255225704166664	Rapgef4	0.41892802250695993
chr2	104711669	104714169	1.3735784456238875	0.0	-1.2470637309311885	Reln	0.4213048032365129
chr16	35768856	35771356	1.3735784456238875	0.0	-1.2470637309311885	Rassf4	0.4213048032365129
chr11	102088015	102090515	1.3601119902746337	0.0	-1.2388553189008809	Rims2	0.4237087070955625
chr9	108824320	108826820	1.3601119902746337	0.0	-1.2388553189008809	Rhbdf1	0.4237087070955625
chr5	22344202	22346702	1.333179079576126	0.0	-1.2222970434135147	Robo2	0.42859976276731926
chr1	153549545	153552045	1.333179079576126	0.0	-1.2222970434135147	Robo3	0.42859976276731926
chr17	32809431	32811931	1.333179079576126	0.0	-1.2222970434135147	Ryr2	0.42859976276731926
chr4	43056953	43059453	1.3197126242268722	0.0	-1.2139460892827492	Ryr3	0.4310878811263469
chr1	131137840	131140340	1.3197126242268722	0.0	-1.2139460892827492	S100a10	0.4310878811263469
chr1	106859173	106861673	1.3062461688776186	0.0	-1.2055465145786264	Samd9l	0.4336050563442975
chrX	151342175	151344675	1.265846802829857	0.0	-1.1800503217634122	Sbk1	0.44133610390211814
chr2	24762652	24765152	1.2523803474806032	0.0	-1.1714504682224505	Scaf1	0.4439747492551818
chr13	76382535	76385035	1.2389138921313494	0.0	-1.1627990436956803	Scg3	0.4466451360699911
chr18	23413135	23415635	1.211980981432842	0.0	-1.1453389813635428	Scn1b	0.4520834529744626
chr6	3399072	3401572	1.211980981432842	0.0	-1.1453389813635428	Sec14l5	0.4520834529744626
chr2	148443063	148445563	1.211980981432842	0.0	-1.1453389813635428	Sema5a	0.4520834529744626
chr4	108095945	108098445	1.211980981432842	0.0	-1.1453389813635428	Sdc4	0.4520834529744626
chrX	129747742	129750242	1.198514526083588	0.0	-1.1365290647950554	Serpinb5	0.45485257801839046
chr1	72822503	72825003	1.198514526083588	0.0	-1.1365290647950554	Sertm1	0.45485257801839046
chr1	125912601	125915101	1.1715816153850804	0.0	-1.1187461751720218	Setbp1	0.46049385982790836
chr14	77034772	77037272	1.144648704686573	0.0	-1.100741352381033	Sh3rf3	0.46627683024019717
chr4	116150838	116153338	1.1311822493373191	0.0	-1.0916539713339044	Sirpa	0.46922312735616356
chr6	38636742	38639242	1.1311822493373191	0.0	-1.0916539713339044	Slc12a4	0.46922312735616356
chr7	141265981	141268481	1.1042493386388117	0.0	-1.0733056639005387	Slc16a2	0.47522885317710306
chrX	168793099	168795599	1.1042493386388117	0.0	-1.0733056639005387	Slc22a17	0.47522885317710306
chr17	22422222	22424722	1.0907828832895576	0.0	-1.06404325347953	Slc27a3	0.4782897392132071
chr15	64921796	64924296	1.0638499725910502	0.0	-1.0453381007681093	Slc2a6	0.48453134349904076
chr13	102691558	102694058	1.0638499725910502	0.0	-1.0453381007681093	Slc29a3	0.48453134349904076
chr17	83631395	83633895	1.0369170618925423	0.0	-1.0263872386090005	Slc37a2	0.4909380056303711
chr18	72350569	72353069	1.0369170618925423	0.0	-1.0263872386090005	Slc46a1	0.4909380056303711
chr7	78737512	78740012	1.023450606543289	0.0	-1.0168176325186855	Slc49a4	0.49420529306041483
chr1	194616218	194618718	1.023450606543289	0.0	-1.0168176325186855	Slc4a3	0.49420529306041483
