chr	start	end	bg_mean	bm_mean	log2_fold_change
chr2	113216596	113219096	2.450894873564192	0.0	-1.7869705248607324
chr4	59579563	59582063	2.437428418214937	0.0	-1.7813296708303799
chr7	134937930	134940430	2.397029052167176	0.0	-1.7642735565268826
chr15	79106898	79109398	2.343163230770161	0.0	-1.7412137966165653
chr16	4637941	4640441	2.343163230770161	0.0	-1.7412137966165653
chrX	48208378	48210878	2.3296967754209077	0.0	-1.7353908017665136
chr2	168281236	168283736	2.289297409373146	0.0	-1.717779458653536
chr16	35936470	35938970	2.289297409373146	0.0	-1.717779458653536
chr8	122550829	122553329	2.275830954023892	0.0	-1.711860910066851
chr14	70888120	70890620	2.2354315879761306	0.0	-1.6939581722802464
chr7	101315086	101317586	2.208498677277623	0.0	-1.6818983884647531
chr13	12106445	12108945	2.208498677277623	0.0	-1.6818983884647531
chr4	98817037	98819537	2.208498677277623	0.0	-1.6818983884647531
chr4	127167204	127169704	2.1815657665791157	0.0	-1.6697369440434635
chr1	89930679	89933179	2.1680993112298617	0.0	-1.6636175606615726
chr7	140955487	140957987	2.1680993112298617	0.0	-1.6636175606615726
chr5	21370642	21373142	2.1680993112298617	0.0	-1.6636175606615726
chr16	5145109	5147609	2.154632855880608	0.0	-1.6574721104941272
chr2	92024002	92026502	2.1007670344835927	0.0	-1.6326251380689822
chr10	58811359	58813859	2.0603676684358314	0.0	-1.6137049867627022
chr7	142095343	142097843	2.0469012130865774	0.0	-1.6073427255903772
chr7	141443525	141446025	2.0469012130865774	0.0	-1.6073427255903772
chr17	36120965	36123465	2.033434757737324	0.0	-1.6009522826248217
chr15	103537503	103540003	2.033434757737324	0.0	-1.6009522826248217
chr4	128805545	128808045	2.033434757737324	0.0	-1.6009522826248217
chr19	34640243	34642743	2.033434757737324	0.0	-1.6009522826248217
chr3	154661859	154664359	2.0199683023880697	0.0	-1.5945334070909072
chr10	117627500	117630000	2.006501847038816	0.0	-1.5880858448512671
chr13	94055796	94058296	1.9930353916895625	0.0	-1.5816093383459164
chr5	136170213	136172713	1.9930353916895625	0.0	-1.5816093383459164
chr5	138996870	138999370	1.9930353916895625	0.0	-1.5816093383459164
chr1	72874384	72876884	1.9795689363403084	0.0	-1.575103626530518
chr4	155692342	155694842	1.9661024809910543	0.0	-1.5685684448132475
chr1	84695721	84698221	1.9661024809910543	0.0	-1.5685684448132475
chr9	90161069	90163569	1.9661024809910543	0.0	-1.5685684448132475
chr3	90389438	90391938	1.9526360256418007	0.0	-1.5620035249902215
chr10	14545159	14547659	1.939169570292547	0.0	-1.5554085951794514
chr6	116673452	116675952	1.9257031149432933	0.0	-1.5487833797532786
chr19	23447942	23450442	1.9122366595940397	0.0	-1.5421275992692538
chr11	97797000	97799500	1.9122366595940397	0.0	-1.5421275992692538
chr5	30812641	30815141	1.871837293546278	0.0	-1.5219740143269251
chr2	129590835	129593335	1.8449043828477705	0.0	-1.5083801644090078
chr3	54915387	54917887	1.8314379274985169	0.0	-1.5015349025354854
chr16	97462407	97464907	1.8314379274985169	0.0	-1.5015349025354854
chr7	31126503	31129003	1.8179714721492628	0.0	-1.4946570065385671
chrX	103821483	103823983	1.804505016800009	0.0	-1.4877461637670757
chr14	55488651	55491151	1.7910385614507554	0.0	-1.480802057055166
chr5	88884486	88886986	1.7910385614507554	0.0	-1.480802057055166
chr5	96371955	96374455	1.7775721061015015	0.0	-1.4738243646349845
chr17	78906492	78908992	1.7775721061015015	0.0	-1.4738243646349845
chr3	96179151	96181651	1.7641056507522477	0.0	-1.4668127600472036
chr5	121218219	121220719	1.7641056507522477	0.0	-1.4668127600472036
chr9	37255238	37257738	1.7506391954029938	0.0	-1.459766912049372
chr1	133920914	133923414	1.7506391954029938	0.0	-1.459766912049372
chr11	32221800	32224300	1.7506391954029938	0.0	-1.459766912049372
chr17	32916842	32919342	1.73717274005374	0.0	-1.4526864845220149
chr4	129134999	129137499	1.73717274005374	0.0	-1.4526864845220149
chr6	90484427	90486927	1.73717274005374	0.0	-1.4526864845220149
chr8	90347843	90350343	1.73717274005374	0.0	-1.4526864845220149
chr11	7213423	7215923	1.7237062847044862	0.0	-1.445571136372421
chr16	74411325	74413825	1.7237062847044862	0.0	-1.445571136372421
chr15	84667620	84670120	1.7102398293552326	0.0	-1.4384205214360435
chr2	91455511	91458011	1.6967733740059787	0.0	-1.4312342883754443
chr13	74007407	74009907	1.6967733740059787	0.0	-1.4312342883754443
chr3	54753582	54756082	1.6833069186567249	0.0	-1.4240120805767122
chr2	152960485	152962985	1.669840463307471	0.0	-1.4167535360432715
chr1	36943166	36945666	1.669840463307471	0.0	-1.4167535360432715
chr9	34483894	34486394	1.6563740079582172	0.0	-1.4094582872870076
chr9	51763337	51765837	1.6563740079582172	0.0	-1.4094582872870076
chr6	121243906	121246406	1.6429075526089634	0.0	-1.4021259612166272
chr14	63543482	63545982	1.6294410972597098	0.0	-1.3947561790231637
chr1	84363680	84366180	1.6294410972597098	0.0	-1.3947561790231637
chr5	105293198	105295698	1.615974641910456	0.0	-1.3873485560625454
chr10	10557765	10560265	1.615974641910456	0.0	-1.3873485560625454
chr17	46282526	46285026	1.5755752758626944	0.0	-1.364894706058786
chr9	86880154	86882654	1.5755752758626944	0.0	-1.364894706058786
chr1	75544266	75546766	1.5755752758626944	0.0	-1.364894706058786
chr9	37432746	37435246	1.5621088205134406	0.0	-1.3573317526042348
chr1	132314126	132316626	1.548642365164187	0.0	-1.34972894330796
chr4	46649709	46652209	1.5351759098149331	0.0	-1.3420858558726803
chr11	98410470	98412970	1.5351759098149331	0.0	-1.3420858558726803
chr1	21961442	21963942	1.5217094544656793	0.0	-1.3344020612535998
chr8	3351415	3353915	1.5082429991164257	0.0	-1.3266771235138894
chr14	54912632	54915132	1.5082429991164257	0.0	-1.3266771235138894
chr7	83582927	83585427	1.4947765437671716	0.0	-1.318910599676275
chr3	32815546	32818046	1.4947765437671716	0.0	-1.318910599676275
chr7	99827917	99830417	1.4947765437671716	0.0	-1.318910599676275
chr3	105452455	105454955	1.4947765437671716	0.0	-1.318910599676275
chr3	123235649	123238149	1.4813100884179178	0.0	-1.311102039570612
chr19	5118060	5120560	1.4678436330686642	0.0	-1.3032509856773107
chr3	89912696	89915196	1.4678436330686642	0.0	-1.3032509856773107
chr2	152103516	152106016	1.4543771777194103	0.0	-1.2953569729664776
chr10	28072820	28075320	1.4409107223701565	0.0	-1.2874195287326347
chr1	158360273	158362773	1.4139778116716488	0.0	-1.2714124154722246
chr17	43566098	43568598	1.400511356322395	0.0	-1.2633417611042965
chr14	24013991	24016491	1.3870449009731414	0.0	-1.2552257041666641
chr7	105648827	105651327	1.3870449009731414	0.0	-1.2552257041666641
chr2	25397351	25399851	1.3870449009731414	0.0	-1.2552257041666641
chr10	110455704	110458204	1.3870449009731414	0.0	-1.2552257041666641
chr16	35768856	35771356	1.3735784456238875	0.0	-1.2470637309311885
chr2	104711669	104714169	1.3735784456238875	0.0	-1.2470637309311885
chr9	108824320	108826820	1.3601119902746337	0.0	-1.2388553189008809
chr11	102088015	102090515	1.3601119902746337	0.0	-1.2388553189008809
chr5	22344202	22346702	1.333179079576126	0.0	-1.2222970434135147
chr1	153549545	153552045	1.333179079576126	0.0	-1.2222970434135147
chr17	32809431	32811931	1.333179079576126	0.0	-1.2222970434135147
chr4	43056953	43059453	1.3197126242268722	0.0	-1.2139460892827492
chr1	131137840	131140340	1.3197126242268722	0.0	-1.2139460892827492
chr1	106859173	106861673	1.3062461688776186	0.0	-1.2055465145786264
chrX	151342175	151344675	1.265846802829857	0.0	-1.1800503217634122
chr2	24762652	24765152	1.2523803474806032	0.0	-1.1714504682224505
chr13	76382535	76385035	1.2389138921313494	0.0	-1.1627990436956803
chr18	23413135	23415635	1.211980981432842	0.0	-1.1453389813635428
chr4	108095945	108098445	1.211980981432842	0.0	-1.1453389813635428
chr6	3399072	3401572	1.211980981432842	0.0	-1.1453389813635428
chr2	148443063	148445563	1.211980981432842	0.0	-1.1453389813635428
chrX	129747742	129750242	1.198514526083588	0.0	-1.1365290647950554
chr1	72822503	72825003	1.198514526083588	0.0	-1.1365290647950554
chr1	125912601	125915101	1.1715816153850804	0.0	-1.1187461751720218
chr14	77034772	77037272	1.144648704686573	0.0	-1.100741352381033
chr4	116150838	116153338	1.1311822493373191	0.0	-1.0916539713339044
chr6	38636742	38639242	1.1311822493373191	0.0	-1.0916539713339044
chr7	141265981	141268481	1.1042493386388117	0.0	-1.0733056639005387
chrX	168793099	168795599	1.1042493386388117	0.0	-1.0733056639005387
chr17	22422222	22424722	1.0907828832895576	0.0	-1.0640432534795299
chr13	102691558	102694058	1.0638499725910502	0.0	-1.0453381007681093
chr15	64921796	64924296	1.0638499725910502	0.0	-1.0453381007681093
chr17	83631395	83633895	1.0369170618925423	0.0	-1.0263872386090005
chr18	72350569	72353069	1.0369170618925423	0.0	-1.0263872386090005
chr7	78737512	78740012	1.023450606543289	0.0	-1.0168176325186857
chr1	194616218	194618718	1.023450606543289	0.0	-1.0168176325186857
chr8	105496402	105498902	0.9965176958447812	0.0	-0.9974858591457019
chr6	56651987	56654487	0.9830512404955272	0.0	-0.9877219561616711
chr9	3530778	3533278	0.9830512404955272	0.0	-0.9877219561616711
chr7	57417692	57420192	0.9695847851462736	0.0	-0.9778915222971114
chr14	31216446	31218946	0.9695847851462736	0.0	-0.9778915222971114
chr8	86580186	86582686	0.9561183297970196	0.0	-0.9679936446499743
chr7	97079586	97082086	0.942651874447766	0.0	-0.9580273913987881
chr2	71979240	71981740	0.942651874447766	0.0	-0.9580273913987881
chr3	124318855	124321355	0.9157189637492584	0.0	-0.9378859330242192
chr6	23132486	23134986	0.9157189637492584	0.0	-0.9378859330242192
chr12	79007127	79009627	0.9157189637492584	0.0	-0.9378859330242192
chr8	105878881	105881381	0.9022525084000044	0.0	-0.9277087648299026
chr1	163313210	163315710	0.9022525084000044	0.0	-0.9277087648299026
chr5	120503125	120505625	0.8349202316537355	0.0	-0.8757173470472508
chr8	45410580	45413080	0.8349202316537355	0.0	-0.8757173470472508
chr12	112718455	112720955	0.8349202316537355	0.0	-0.8757173470472508
chr17	46545888	46548388	0.8214537763044817	0.0	-0.8650903837480269
chr10	70655465	70657965	0.8214537763044817	0.0	-0.8650903837480269
chr11	77724783	77727283	0.7945208656059741	0.0	-0.8435986980390587
chr4	63212004	63214504	0.7945208656059741	0.0	-0.8435986980390587
chr1	40223080	40225580	0.7810544102567203	0.0	-0.832731590672269
chr11	60914250	60916750	0.7675879549074666	0.0	-0.8217820051063606
chr9	88546020	88548520	0.7541214995582127	0.0	-0.8107486797891035
chr7	89630392	89632892	0.7406550442089589	0.0	-0.7996303240007914
chr2	146219921	146222421	0.7271885888597052	0.0	-0.7884256169481039
chr11	84068761	84071261	0.7271885888597052	0.0	-0.7884256169481039
chr1	44549511	44552011	0.7137221335104513	0.0	-0.7771332068225072
chrX	141473576	141476076	0.6733227674626899	0.0	-0.7427157538668601
chr2	164443387	164445887	0.6329234014149285	0.0	-0.7074571172984487
chr6	8192117	8194617	0.605990490716421	0.0	-0.6834633504910448
chr9	58249286	58251786	0.5655911246686596	0.0	-0.6467074824667227
chr15	39196261	39198761	0.5655911246686596	0.0	-0.6467074824667227
chr3	137619612	137622112	0.5251917586208982	0.0	-0.6089906405899337
chr11	118401592	118404092	0.4578594818746291	0.0	-0.543851669889616
chr3	108086151	108088651	0.4443930265253754	0.0	-0.5304633601391899
chr6	37299684	37302184	0.4309265711761215	0.0	-0.5169496412343294
chr19	31764533	31767033	0.4309265711761215	0.0	-0.5169496412343294
chr18	24706623	24709123	0.4174601158268677	0.0	-0.5033081415108452
chr17	45553703	45556203	0.3770607497791063	0.0	-0.46159220614811697
chr10	56375330	56377830	0.3635942944298526	0.0	-0.44741446805853863
chrX	58020700	58023200	0.1077316427940303	0.0	-0.14760841883969253
chrX	16911274	16913774	0.0942651874447765	0.0	-0.1299624074626446
chr13	74808310	74810810	0.0942651874447765	0.0	-0.1299624074626446
chrX	82946870	82949370	0.0269329106985075	0.0	-0.03834193378453419
