chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr5	21370642	21373142	1.758286338082647	11.13597193049783	2.137445517758249	Fras1	4.399823094122216
chr15	32242810	32245310	3.885960562317112	20.480843480565937	2.136336520364393	Furin	4.396442256664244
chr10	86498396	86500896	2.3493069559255537	13.70581160676656	2.134451901330685	Fzd8	4.390702852943714
chr9	35419128	35421628	5.363512106924377	26.86650570644581	2.130636975429565	Gab2	4.379107831997872
chr6	38636742	38639242	0.6353471641811246	6.074166507544271	2.112963242010162	Gabrb3	4.325788837067237
chr2	118777719	118780219	4.018940201331764	20.40296955098204	2.0923563147884767	Gan	4.264440039612906
chr7	31126503	31129003	1.3445719055926124	8.955501902148605	2.086169524900262	Gbp6	4.246191758248616
chrX	103821483	103823983	0.4580409788282525	5.13967935253746	2.0741320444187865	Gbx2	4.2109100098624
chr6	85069013	85071513	1.8764904616512283	11.058098000913928	2.067620768474145	Gfra2	4.191947848139938
chr17	83631395	83633895	0.5910206178429065	5.529049000456964	2.036920337417251	Gja1	4.103685978192412
chr2	181362928	181365428	3.1028582436752594	0.0	-2.036629309073326	Gria4	0.24373252513453153
chr1	119421748	119424248	1.758286338082647	10.201484775491018	2.0218458404835644	Grk3	4.061030437933955
chr6	90484427	90486927	1.5957556681758476	9.50061940923591	2.016247934261647	Gucy1a2	4.045303469033802
chr7	143756485	143758985	2.0981231933423183	11.447467648833433	2.006385848314598	Gulp1	4.0177445737413855
chr4	155692342	155694842	3.0142051509988232	0.0	-2.0051143493277195	H2-T10	0.24911531981647175
chr14	63543482	63545982	1.4184494828229757	8.644006183813	1.9955501732841492	Hectd4	3.9876814679444412
chr12	111907610	111910110	2.955103089214533	0.0	-1.9837152988346776	Hexa	0.2528379102752024
chr6	148443889	148446389	3.191511336351695	0.0778739295839009	-1.9592820840591525	Hs3st3a1	0.2571563913559841
chr14	55488651	55491151	2.112898708788391	10.824476212162226	1.925445739486798	Hsdl2	3.7985419116848083
chr9	51076594	51079094	5.481716230492959	23.517926734338072	1.9193892221730136	Hunk	3.7826288381763034
chr8	122550829	122553329	3.38359303715064	15.49691198719628	1.912010222431947	Ifit1bl2	3.7633310956072146
chr5	136170213	136172713	5.93975720932121	0.85661322542291	-1.902211889792032	Ifitm2	0.2675328789498831
chr3	105452455	105454955	0.9308574731025778	6.152040437128171	1.889113218243091	Igfbp2	3.7040747630305364
chr8	105878881	105881381	2.689143811185225	0.0	-1.88328602965072	Igfbp3	0.27106560524099665
chr10	34207215	34209715	1.1081636584554495	6.775031873799379	1.882861720684848	Igfbp4	3.688058961938359
chr5	121218219	121220719	3.812082985086747	0.3114957183356036	-1.875448424601732	Igfbp5	0.27254220727283685
chrX	133688487	133690987	4.609960819174671	19.234860607223524	1.850780310705799	Igsf9b	3.6069522157911336
chr3	84039675	84042175	2.6004907185087887	0.0	-1.8481935479195108	Il1r1	0.27773991885588556
chr3	32815546	32818046	1.4627760291611938	7.865266887973991	1.847878632359416	Il6ra	3.5997048789667843
chr11	114763388	114765888	2.068572162450173	9.889989057155416	1.8273630880580083	Inhbb	3.548878266711528
chr11	60914250	60916750	1.182041235685813	6.619284014631577	1.803977068178428	Insm1	3.491814861251623
chr4	124861671	124864171	2.245878347803045	10.27935870507492	1.7970042094695045	Insyn2a	3.474978879818244
chr2	25397351	25399851	2.437960048601989	0.0	-1.7815527798309012	Irf7	0.2908701630801788
chr14	24013991	24016491	2.408409017709844	0.0	-1.769098473009231	Kank4	0.29339201803658926
chr1	72874384	72876884	2.3493069559255537	0.0	-1.7438626016338086	Kcnd3os	0.2985692303390742
chr2	91455511	91458011	2.304980409587336	0.0	-1.7246417201217827	Kcng1	0.3025736543245838
chr14	70888120	70890620	4.565634272836453	0.7008653662551081	-1.71027716236	Kcng3	0.3056013533904527
chr17	32916842	32919342	0.9899595348868684	5.451175070873063	1.6968228746069012	Kcnma1	3.241862438795681
chr10	110455704	110458204	2.2163273169108995	0.0	-1.685414233150903	Kcnq5	0.31091362957438157
chr15	72809824	72812324	4.04849123222391	15.107542339276776	1.6738121864430555	Kif19a	3.1905655765952963
chr19	31764533	31767033	0.4875920097203979	3.737948620027244	1.6712836496149863	Kirrel3	3.1849785351547903
chr8	128356604	128359104	5.393063137816522	19.312734536807422	1.667805223841836	Klc2	3.177308607614503
chr2	92024002	92026502	2.1720007705726814	0.0	-1.6653931215151736	Klrg2	0.3152584353942188
chr4	115826092	115828592	3.649552315179948	0.4672435775034054	-1.663983419098027	Kmt2d	0.3155666348162425
chrX	129747742	129750242	2.6152662339548614	10.43510656424272	1.661296011790168	Kmt2e	3.1630053844564223
chr16	97462407	97464907	3.250613398135986	12.381954803840244	1.6545459227704915	Lasp1	3.1482408655909775
chr2	69585565	69588065	1.6105311836219205	7.164401521718883	1.6450037429924955	Layn	3.127486686595091
chr9	37432746	37435246	3.3097154599202767	12.381954803840244	1.6346243501975173	Lgals3bp	3.1050668955504057
chr1	158360273	158362773	0.9899595348868684	5.13967935253746	1.6254242177967553	Lhfpl2	3.0853287440774557
chr11	120230947	120233447	5.792002054860484	19.85785204389473	1.6186817952903405	Lrp2	3.0709431292012734
chr17	22422222	22424722	1.5514291218376297	6.697157944215478	1.593020286920102	Lrp4	3.0168025748141156
chr4	46649709	46652209	1.891265977097301	7.631645099222289	1.5779342146550386	Lrrk2	2.985420631514527
chr17	32534558	32537058	2.851674481092024	10.43510656424272	1.5699121242659069	Lurap1	2.968866299677704
chr9	75683556	75686056	3.427919583488858	12.07045908550464	1.561608888761529	Lypd1	2.9518284691173475
chr7	83582927	83585427	1.9060414925433733	0.0	-1.5390553019587814	Mafb	0.34411070955659273
chr11	7213423	7215923	2.009470100665882	7.70951902880619	1.5330835666611262	Mamdc2	2.894037401095662
chr3	90389438	90391938	3.4574706143810032	11.836837296752938	1.5259926070533432	Mamld1	2.8798478794987084
chr10	70655465	70657965	1.8764904616512283	0.0	-1.524309686300272	Maneal	0.3476458598878709
chr17	43566098	43568598	1.093388143009377	4.983931493369658	1.5152538267877926	Mapre3	2.8584911562398463
chrX	141473576	141476076	1.846939430759083	0.0	-1.5094117997633396	Mctp1	0.3512543994423403
chr6	121243906	121246406	1.8321639153130105	0.0	-1.5019047657619344	Me3	0.3530869080681299
chr10	10557765	10560265	1.8026128844208649	0.0	-1.48677248347292	Micall1	0.35680989178305345
chr12	79007127	79009627	1.7730618535287197	0.0	-1.4714797962489854	Mob3c	0.3606122231739983
chr7	99827917	99830417	1.6105311836219205	6.229914366712072	1.469635167324049	Mpp2	2.7695184842347285
chr7	80404936	80407436	1.7435108226365743	0.0	-1.456023266980856	Mtmr9	0.3644964662610582
chr2	165234353	165236853	2.8664499965380967	9.578493338819811	1.4520527032100872	Mx1	2.7359705539426287
chr7	134937930	134940430	2.7925724193077333	0.3893696479195045	-1.448746243285112	Mxra8	0.3663396487424515
chr2	130397074	130399574	1.9060414925433733	0.0778739295839009	-1.4308668546664127	Myo19	0.370907962721669
chr15	84667620	84670120	1.669633245406211	0.0	-1.416641557876512	Naaladl2	0.37458328844261907
chr7	128521616	128524116	2.556164172170571	8.410384395061298	1.4039317268425269	Nanos1	2.6462176489780833
chr7	78737512	78740012	2.290204894141263	7.631645099222289	1.3914581187374329	Natd1	2.62343695208536
chr11	78463697	78466197	2.807347934753806	8.955501902148605	1.3867076338899658	Nav3	2.6148127443971982
chr5	138996870	138999370	1.7730618535287197	6.229914366712072	1.3824987633130972	Ndp	2.60719549313767
chr7	97079586	97082086	1.4775515446072665	5.451175070873063	1.3806468964902574	Ndrg4	2.6038510015724747
chr8	3351415	3353915	0.7683268031957785	3.582200760859441	1.37365574631248	Neu3	2.591263533741805
chr6	56651987	56654487	1.0490615966711592	4.205192197530649	1.34498808112361	Nfkbie	2.5402809783692395
chr8	86580186	86582686	1.5218780909454843	0.0	-1.3344985366338833	Nisch	0.3965298733473223
chr10	117627500	117630000	3.915511593209256	11.369593719249533	1.3313846342978892	Npdc1	2.5164407579341357
chr7	126200001	126202501	3.294939944474204	9.734241197987611	1.3215103472692766	Npl	2.499276203337395
chr1	106859173	106861673	1.492327060053339	0.0	-1.3174934010088366	Nrp1	0.40123144992800375
chr1	84695721	84698221	1.063837112117232	4.127318267946748	1.3128753420307926	Ntng2	2.4843618897262565
chrX	71048240	71050740	1.0342860812250865	3.893696479195045	1.2664020448284898	Ntrk3	2.405608790405706
chr6	23132486	23134986	1.3888984519308305	0.0	-1.2563455285495593	Nuak2	0.41860297543905584
chr19	4876668	4879168	5.688573446737975	14.951794480108974	1.2539482798577442	Ogfr	2.384932244092899
chr4	43056953	43059453	1.3297963901465395	0.0	-1.220203877728772	Orai2	0.4292220574421535
chr17	26939253	26941753	6.944492259654152	2.414091817100928	-1.2184531603547573	Osbpl5	0.42974323663694447
chr1	133920914	133923414	1.8321639153130105	5.529049000456964	1.2049681031551895	Parp9	2.3053217241966633
chr15	103537503	103540003	1.2854698438083216	0.0	-1.1924907830744302	Pde1b	0.43754679271273206
chr3	137619612	137622112	1.2854698438083216	0.0	-1.1924907830744302	Pcdh19	0.43754679271273206
chr6	37299684	37302184	3.191511336351695	8.488258324645198	1.1786727574754006	Pde1c	2.263684280740562
chr19	5118060	5120560	1.4332249982690484	4.438813986282352	1.160422353569294	Pdgfa	2.2352285506483884
chr16	90384013	90386513	1.226367782024031	3.971570408778946	1.1590097025710224	Pdlim7	2.2330409418066597
chr11	84878148	84880648	2.2163273169108995	0.4672435775034054	-1.1323058400632895	Peg13	0.4561860261512842
chr3	25143761	25146261	1.182041235685813	0.0	-1.1256783656199565	Phyhipl	0.45828648132110167
chr4	127167204	127169704	1.1672657202397403	0.0	-1.1158760476495977	Pidd1	0.46141088776570566
chr1	125912601	125915101	1.1672657202397403	0.0	-1.1158760476495977	Pid1	0.46141088776570566
chr6	55449978	55452478	1.4775515446072665	0.1557478591678018	-1.1000883822760046	Piezo1	0.46648791694503666
chr1	84363680	84366180	1.1229391739015224	0.0	-1.086063035978209	Pla2g7	0.47104505503198535
chr2	160366565	160369065	11.03731003821628	24.374539959760984	1.075868635524711	Plbd2	2.1079908949093626
chr9	51763337	51765837	1.2706943283622492	0.0778739295839009	-1.0749450620827723	Plxna2	0.4746891363230398
chr10	28072820	28075320	1.0786126275633043	0.0	-1.055620921079852	Podn	0.48109012075630003
chr7	89630392	89632892	1.0786126275633043	0.0	-1.055620921079852	Pml	0.48109012075630003
chr5	105293198	105295698	1.063837112117232	0.0	-1.0453291108706584	Ppp1r1a	0.48453436277930295
chr2	148443063	148445563	1.063837112117232	0.0	-1.0453291108706584	Ppp1r13b	0.48453436277930295
chr4	63212004	63214504	1.3002453592543943	3.737948620027244	1.04247479688171	Prelp	2.0597579301553344
chr13	94055796	94058296	4.698613911851107	10.590854423410525	1.024303962246775	Prkg1	2.0339778414020353
chr18	9210163	9212663	2.2163273169108995	5.529049000456964	1.0214586357662212	Prr5	2.029970322401063
chr2	24762652	24765152	1.1672657202397403	0.0778739295839009	-1.0076876003572288	Prrx1	0.4973427667488174
chr8	117156135	117158635	3.206286851797768	7.398023310470586	0.9975025532729196	Ptprk	1.9965407986574357
chr19	34640243	34642743	0.9751840194407958	0.0	-0.9819870692731724	Rab32	0.5062819414077252
chr8	105496402	105498902	0.9456329885486504	0.0	-0.9602395952490256	Rapgef4	0.5139715485323635
chr7	57417692	57420192	0.9456329885486504	0.0	-0.9602395952490256	Rassf4	0.5139715485323635
chr15	98870704	98873204	5.673797931291903	11.758963367169036	0.934931208125429	Reln	1.9117994728826284
chr18	79108891	79111391	3.280164429028132	7.164401521718883	0.9316809142146673	Rhbdf1	1.9074971667788754
chr17	78906492	78908992	0.9013064422104324	0.0	-0.9269910764512452	Rims2	0.5259541427932122
chr1	40223080	40225580	0.9013064422104324	0.0	-0.9269910764512452	Robo2	0.5259541427932122
chr1	163313210	163315710	0.7978778340879238	2.414091817100928	0.9252068651366322	Robo3	1.8989565099304542
chr8	45410580	45413080	0.3546123707057439	1.557478591678018	0.916842087375786	Ryr2	1.8879781751480602
chr5	120503125	120505625	2.0537966470041003	4.750309704617955	0.9130356639819076	Ryr3	1.883003477084581
chr13	12106445	12108945	0.8717554113182872	0.0	-0.904391925342086	S100a10	0.5342578383655878
chr1	36943166	36945666	0.8569798958722145	0.0	-0.8929581963813252	Samd9l	0.538508791733744
chr10	60752294	60754794	3.280164429028132	6.9307797329671805	0.8897964937890224	Sbk1	1.8529147336444667
chr14	54577058	54579558	1.7435108226365743	3.971570408778946	0.8576783721487934	Scaf1	1.8121198457679701
chr13	74808310	74810810	1.403673967376903	3.348578972107739	0.8553028111426072	Scg3	1.809138440207548
chr2	121270907	121273407	1.935592523435519	0.6229914366712073	-0.8549963401165284	Scn1b	0.5528667291916329
chr16	4637941	4640441	2.3197559250334083	4.983931493369658	0.8500164830223153	Sdc4	1.8025215192015778
chr5	88884486	88886986	0.9160819576565052	0.0778739295839009	-0.8299708243118893	Sec14l5	0.5625406185141536
chr4	155837680	155840180	3.117633759121332	1.3238568029263154	-0.8252943439052142	Sema5a	0.5643670464325623
chr16	35936470	35938970	1.4184494828229757	3.270705042523838	0.8203918585473648	Serpinb5	1.765885569600067
chr2	164443387	164445887	0.5910206178429065	1.7911003804297208	0.8108814795913062	Sertm1	1.7542829735380006
chr8	105965597	105968097	3.590450253395657	1.635352521261919	-0.8006397083369275	Setbp1	0.5740945606179897
chr1	131137840	131140340	3.6200012842878015	7.008653662551081	0.7936664783833994	Sh3rf3	1.7334743368552243
chr18	24706623	24709123	3.0142051509988232	1.3238568029263154	-0.7885931773464729	Sirpa	0.5789083306686726
chr6	83163920	83166420	2.49706211038628	4.983931493369658	0.7749502391400751	Slc12a4	1.711131030700705
chr4	129134999	129137499	0.7092247414114878	0.0	-0.7733421056171029	Slc16a2	0.5850605691409511
chr1	72822503	72825003	3.708654376964239	7.008653662551081	0.7662449007548602	Slc22a17	1.7008370165648932
chr2	27027498	27029998	3.073307212783114	5.762670789208667	0.7313924963222408	Slc27a3	1.6602407910666843
chr1	89930679	89933179	0.9160819576565052	0.1557478591678018	-0.7293325813824315	Slc29a3	0.603182893377566
chr6	8192117	8194617	0.6353471641811246	0.0	-0.7095969347302951	Slc2a6	0.6114909555004089
chr7	126246862	126249362	1.1377146893475951	0.3114957183356036	-0.7048562186167768	Slc37a2	0.6135036283704709
chr4	108095945	108098445	0.6205716487350519	0.0	-0.6965028065179404	Slc46a1	0.6170662067182014
chr7	74554280	74556780	3.38359303715064	1.71322645084582	-0.6921044053614704	Slc49a4	0.6189503514243723
chr11	84068761	84071261	0.6057961332889792	0.0	-0.6832887445598929	Slc4a3	0.6227440577726437
chr9	59537540	59540040	3.117633759121332	5.529049000456964	0.6650573530306636	Slc4a4	1.5856313072997066
chr15	103501034	103503534	5.93975720932121	9.734241197987611	0.6292631154573258	Slc8a2	1.546774746466605
chr7	142387538	142390038	1.5218780909454843	2.8813353946043336	0.6220545682816941	Slco3a1	1.539065432440936
chr13	74007407	74009907	2.9255520583223875	1.557478591678018	-0.6181733939844465	Smad9	0.6514952683549368
chr6	116673452	116675952	0.5319185560586159	0.0	-0.6153395988988482	Snap91	0.652776217146192
chr3	124318855	124321355	0.6796737105193426	1.557478591678018	0.6065411577459254	Srxn1	1.522604405642132
chr6	3399072	3401572	0.4875920097203979	0.0	-0.572978903958131	Stard10	0.6722273267573925
chr15	39196261	39198761	1.580980152729775	2.8034614650204324	0.5593939409681064	Sult6b1	1.4736500243900366
chr7	101315086	101317586	2.231102832356972	3.737948620027244	0.5522358873490877	Sv2a	1.466356493696328
chr12	79295804	79298304	4.32922602569929	2.6477136058526307	-0.5469335595169066	Syn3	0.6844734278978128
chr2	27884425	27886925	4.521307726498235	7.008653662551081	0.5365497200300824	Syngap1	1.4504994213808093
chr3	54915387	54917887	2.748245872969516	4.360940056698451	0.5162704114169785	Synpo2	1.4302530405913023
chr9	27297204	27299704	7.993553856325311	11.758963367169036	0.504547895567296	Tbc1d2	1.4186787082167138
chr2	152103516	152106016	2.4231845331559168	3.737948620027244	0.4689234879583168	Tcp11l1	1.384076310855265
chr8	95674980	95677480	1.1229391739015224	0.5451175070873063	-0.4583464758772628	Tent5c	0.7278199611568242
chr4	59579563	59582063	5.186205921571505	3.5043268312755407	-0.4577433452175133	Tjap1	0.7281242959547798
chr5	3802425	3804925	0.8274288649800692	1.4796046620941172	0.4402948731098262	Tlr3	1.3568816327748885
chr5	113015291	113017791	2.49706211038628	3.737948620027244	0.4381191339885801	Tmc3	1.354836851754943
chr4	128805545	128808045	1.536653606391557	2.414091817100928	0.428575332967776	Tmem131	1.345903835075671
chr2	152960485	152962985	0.2955103089214532	0.0	-0.3735204956960725	Tmem131l	0.7718965978993455
chr9	3530778	3533278	2.393633502263772	3.348578972107739	0.3577132658649065	Tmem229b	1.2813932232832324
chr17	45553703	45556203	3.4426950989349305	4.672435775034054	0.352533236435912	Tmtc1	1.2768006015974258
chr17	32809431	32811931	0.2955103089214532	0.6229914366712073	0.3251348921722057	Tox3	1.2527815683862762
chrX	58020700	58023200	0.2364082471371626	0.0	-0.3061551824600231	Tppp	0.8087943462973873
chr3	96179151	96181651	0.2068572162450173	0.0	-0.27125500036772	Tram1l1	0.8285984344621751
chr13	55513176	55515676	4.181470871238564	5.217553282121361	0.2629852699856574	Trp53bp1	1.1999591306464557
chr1	194616218	194618718	0.1625306699067993	0.0	-0.2172687779314403	Trpm4	0.860192359553121
chrX	16911274	16913774	0.2511837625832352	0.0778739295839009	-0.2151052478051697	Ttll9	0.8614833103000689
chr4	116150838	116153338	2.231102832356972	1.7911003804297208	-0.2111926551328505	Unc13b	0.8638228262124714
chr7	110625661	110628161	3.812082985086747	4.516687915866252	0.1971408459686107	Usp13	1.1464241021950712
chr17	46282526	46285026	0.4875920097203979	0.7008653662551081	0.1932900435550177	Usp18	1.1433681783319043
chr12	112718455	112720955	0.1329796390146539	0.0	-0.1801219344536326	Vasn	0.8826283946900356
chr16	74411325	74413825	3.782531954194602	4.360940056698451	0.1647113958272947	Vegfc	1.1209418166033467
chr19	60753987	60756487	5.540818292277248	6.307788296295973	0.1599637041881248	Xpo6	1.1172590293364804
chr13	76382535	76385035	1.9946945852198097	1.71322645084582	-0.1423994142379792	Zdhhc1	0.9060110717923745
chr2	168281236	168283736	1.4775515446072665	1.635352521261919	0.0890808861993431	Zdhhc24	1.0636923082379974
chr2	104711669	104714169	2.511837625832353	2.7255875354365315	0.0852418188853178	Zdhhc9	1.060865544588929
chrX	82946870	82949370	0.0591020617842906	0.0	-0.0828416232633453	Zfp362	0.9441960657835751
chrX	168793099	168795599	0.0591020617842906	0.0	-0.0828416232633453	Zfp811	0.9441960657835751
chr11	98410470	98412970	0.8422043804261419	0.9344871550068108	0.0705180215106289	Zfp946	1.0500936679779913
chr2	129590835	129593335	3.1028582436752594	2.9592093241882345	-0.0514169641137521	Zfp949	0.9649880861205806
chr11	32221800	32224300	1.1377146893475951	1.0902350141746129	-0.0324041563571827	Zfyve26	0.9777895172776905
chr3	108086151	108088651	0.3841634015978892	0.3893696479195045	0.005416221431389	Zgpat	1.003761294595425
chr18	72350569	72353069	0.0	0.0	0.0	Zic3	1.0
