chr	start	end	bg_mean	bm_mean	log2_fold_change
chr2	104711669	104714169	2.511837625832353	0.0	-1.812226141621017
chr5	113015291	113017791	2.49706211038628	0.0	-1.8061434195845374
chr6	83163920	83166420	2.49706211038628	0.0	-1.8061434195845374
chr11	102088015	102090515	2.452735564048062	0.0	-1.7877398461967502
chr2	25397351	25399851	2.437960048601989	0.0	-1.7815527798309012
chr2	152103516	152106016	2.4231845331559168	0.0	-1.7753390656148007
chr14	24013991	24016491	2.408409017709844	0.0	-1.769098473009231
chr9	3530778	3533278	2.393633502263772	0.0	-1.762830768470269
chr15	79658456	79660956	2.393633502263772	0.0	-1.762830768470269
chr1	72874384	72876884	2.3493069559255537	0.0	-1.7438626016338086
chr16	4637941	4640441	2.3197559250334083	0.0	-1.7310771757022971
chr5	96371955	96374455	2.304980409587336	0.0	-1.7246417201217827
chr2	91455511	91458011	2.304980409587336	0.0	-1.7246417201217827
chr7	78737512	78740012	2.290204894141263	0.0	-1.71817742911469
chr4	124861671	124864171	2.245878347803045	0.0	-1.698608930166189
chr4	116150838	116153338	2.231102832356972	0.0	-1.69202666622403
chr7	101315086	101317586	2.231102832356972	0.0	-1.69202666622403
chr10	110455704	110458204	2.2163273169108995	0.0	-1.685414233150903
chr18	9210163	9212663	2.2163273169108995	0.0	-1.685414233150903
chr11	84878148	84880648	2.2163273169108995	0.0	-1.685414233150903
chr19	4876668	4879168	5.688573446737975	20.49306309814128	1.6841006563569128
chr3	154661859	154664359	2.1720007705726814	0.0	-1.6653931215151736
chr2	92024002	92026502	2.1720007705726814	0.0	-1.6653931215151736
chr14	55488651	55491151	2.112898708788391	0.0	-1.6382586334385856
chr1	75544266	75546766	2.0981231933423183	0.0	-1.631394512394222
chr7	143756485	143758985	2.0981231933423183	0.0	-1.631394512394222
chr11	99039244	99041744	2.068572162450173	0.0	-1.617567511187613
chr11	114763388	114765888	2.068572162450173	0.0	-1.617567511187613
chr5	120503125	120505625	2.0537966470041003	0.0	-1.6106039959505747
chr11	7213423	7215923	2.009470100665882	0.0	-1.5895094835160033
chr13	76382535	76385035	1.9946945852198097	0.0	-1.5824088768516473
chr16	35768856	35771356	1.950368038881592	0.0	-1.5608949323560337
chr2	121270907	121273407	1.935592523435519	0.0	-1.5536517279848066
chr8	90347843	90350343	1.9060414925433733	0.0	-1.5390553019587814
chr7	83582927	83585427	1.9060414925433733	0.0	-1.5390553019587814
chr4	46649709	46652209	1.891265977097301	0.0	-1.5317013331970841
chr6	85069013	85071513	1.8764904616512283	0.0	-1.524309686300272
chr10	70655465	70657965	1.8764904616512283	0.0	-1.524309686300272
chrX	141473576	141476076	1.846939430759083	0.0	-1.5094117997633396
chr6	121243906	121246406	1.8321639153130105	0.0	-1.5019047657619344
chr11	4159793	4162293	1.8321639153130105	0.0	-1.5019047657619344
chr1	133920914	133923414	1.8321639153130105	0.0	-1.5019047657619344
chr10	10557765	10560265	1.8026128844208649	0.0	-1.48677248347292
chr7	16127826	16130326	1.8026128844208649	0.0	-1.48677248347292
chr5	132542844	132545344	1.8026128844208649	0.0	-1.48677248347292
chr12	79007127	79009627	1.7730618535287197	0.0	-1.4714797962489854
chr5	138996870	138999370	1.7730618535287197	0.0	-1.4714797962489854
chr1	119421748	119424248	1.758286338082647	0.0	-1.4637722309959118
chr5	21370642	21373142	1.758286338082647	0.0	-1.4637722309959118
chr14	54577058	54579558	1.7435108226365743	0.0	-1.456023266980856
chrX	48208378	48210878	1.7287353071905016	0.0	-1.4482324570803018
chr7	142095343	142097843	1.6991842762983562	0.0	-1.4325234745544848
chr1	21961442	21963942	1.6991842762983562	0.0	-1.4325234745544848
chr15	84667620	84670120	1.669633245406211	0.0	-1.416641557876512
chrX	151342175	151344675	1.669633245406211	0.0	-1.416641557876512
chr9	86880154	86882654	1.6400822145140657	0.0	-1.4005828570931587
chr2	69585565	69588065	1.6105311836219205	0.0	-1.3843433922380337
chr7	99827917	99830417	1.6105311836219205	0.0	-1.3843433922380337
chr6	90484427	90486927	1.5957556681758476	0.0	-1.3761545925434064
chr11	120726781	120729281	1.5957556681758476	0.0	-1.3761545925434064
chr15	39196261	39198761	1.580980152729775	0.0	-1.3679190474107972
chr3	123235649	123238149	1.5662046372837024	0.0	-1.3596362200857441
chr11	64433332	64435832	1.5514291218376297	0.0	-1.3513055645154524
chr17	22422222	22424722	1.5514291218376297	0.0	-1.3513055645154524
chr7	140955487	140957987	1.536653606391557	0.0	-1.342926525132774
chr4	128805545	128808045	1.536653606391557	0.0	-1.342926525132774
chr8	86580186	86582686	1.5218780909454843	0.0	-1.3344985366338833
chr7	142387538	142390038	1.5218780909454843	0.0	-1.3344985366338833
chr7	105648827	105651327	1.492327060053339	0.0	-1.3174934010088366
chr1	106859173	106861673	1.492327060053339	0.0	-1.3174934010088366
chr6	55449978	55452478	1.4775515446072665	0.0	-1.3089150724978311
chr7	97079586	97082086	1.4775515446072665	0.0	-1.3089150724978311
chr2	168281236	168283736	1.4775515446072665	0.0	-1.3089150724978311
chr17	46545888	46548388	1.4775515446072665	0.0	-1.3089150724978311
chr3	32815546	32818046	1.4627760291611938	0.0	-1.3002854316083976
chr1	153549545	153552045	1.448000513715121	0.0	-1.2916038607814553
chr19	5118060	5120560	1.4332249982690484	0.0	-1.2828697312416435
chr14	63543482	63545982	1.4184494828229757	0.0	-1.2740824027240507
chr16	35936470	35938970	1.4184494828229757	0.0	-1.2740824027240507
chr13	74808310	74810810	1.403673967376903	0.0	-1.2652412231925683
chr6	23132486	23134986	1.3888984519308305	0.0	-1.2563455285495593
chr1	44549511	44552011	1.3741229364847578	0.0	-1.2473946423365232
chr7	31126503	31129003	1.3445719055926124	0.0	-1.2293245257002743
chr10	56375330	56377830	1.3297963901465395	0.0	-1.220203877728772
chr4	43056953	43059453	1.3297963901465395	0.0	-1.220203877728772
chr4	63212004	63214504	1.3002453592543943	0.0	-1.2017877566914077
chr3	137619612	137622112	1.2854698438083216	0.0	-1.1924907830744302
chr15	103537503	103540003	1.2854698438083216	0.0	-1.1924907830744302
chr9	51763337	51765837	1.2706943283622492	0.0	-1.1831335093751414
chr11	97797000	97799500	1.2559188129161765	0.0	-1.1737151482726889
chr15	79106898	79109398	1.2411432974701038	0.0	-1.1642348969251037
chr10	14545159	14547659	1.2411432974701038	0.0	-1.1642348969251037
chr13	102691558	102694058	1.2411432974701038	0.0	-1.1642348969251037
chr16	90384013	90386513	1.226367782024031	0.0	-1.1546919365586268
chr3	25143761	25146261	1.182041235685813	0.0	-1.1256783656199563
chr11	60914250	60916750	1.182041235685813	0.0	-1.1256783656199563
chr1	125912601	125915101	1.1672657202397403	0.0	-1.1158760476495977
chr2	113216596	113219096	1.1672657202397403	0.0	-1.1158760476495977
chr2	24762652	24765152	1.1672657202397403	0.0	-1.1158760476495977
chr4	127167204	127169704	1.1672657202397403	0.0	-1.1158760476495977
chr11	32221800	32224300	1.1377146893475951	0.0	-1.0960693162341042
chr7	126246862	126249362	1.1377146893475951	0.0	-1.0960693162341042
chr3	89912696	89915196	1.1229391739015224	0.0	-1.086063035978209
chr8	95674980	95677480	1.1229391739015224	0.0	-1.086063035978209
chr1	84363680	84366180	1.1229391739015224	0.0	-1.086063035978209
chr14	54912632	54915132	1.1081636584554495	0.0	-1.0759868689092658
chr17	43566098	43568598	1.093388143009377	0.0	-1.0658398319368199
chr10	28072820	28075320	1.0786126275633043	0.0	-1.055620921079852
chr7	89630392	89632892	1.0786126275633043	0.0	-1.055620921079852
chr1	84695721	84698221	1.063837112117232	0.0	-1.0453291108706584
chr2	148443063	148445563	1.063837112117232	0.0	-1.0453291108706584
chr5	105293198	105295698	1.063837112117232	0.0	-1.0453291108706584
chr14	31216446	31218946	1.0490615966711592	0.0	-1.034963353737309
chr6	56651987	56654487	1.0490615966711592	0.0	-1.034963353737309
chr11	77724783	77727283	1.0490615966711592	0.0	-1.034963353737309
chr1	158360273	158362773	0.9899595348868684	0.0	-0.9927390943811873
chr17	32916842	32919342	0.9899595348868684	0.0	-0.9927390943811873
chr9	37255238	37257738	0.9899595348868684	0.0	-0.9927390943811873
chr19	34640243	34642743	0.9751840194407958	0.0	-0.9819870692731724
chr9	108824320	108826820	0.9456329885486504	0.0	-0.9602395952490255
chr7	57417692	57420192	0.9456329885486504	0.0	-0.9602395952490255
chr8	105496402	105498902	0.9456329885486504	0.0	-0.9602395952490255
chr3	105452455	105454955	0.9308574731025778	0.0	-0.9492416751963948
chr1	89930679	89933179	0.9160819576565052	0.0	-0.9381592716042582
chr5	88884486	88886986	0.9160819576565052	0.0	-0.9381592716042582
chr1	40223080	40225580	0.9013064422104324	0.0	-0.9269910764512452
chr17	36120965	36123465	0.9013064422104324	0.0	-0.9269910764512452
chr17	78906492	78908992	0.9013064422104324	0.0	-0.9269910764512452
chr7	45333280	45335780	0.8865309267643599	0.0	-0.9157357511015608
chr13	12106445	12108945	0.8717554113182872	0.0	-0.9043919253420859
chr1	36943166	36945666	0.8569798958722145	0.0	-0.8929581963813252
chr11	98410470	98412970	0.8422043804261419	0.0	-0.881433127808366
chr3	54753582	54756082	0.8274288649800692	0.0	-0.8698152485099211
chr5	3802425	3804925	0.8274288649800692	0.0	-0.8698152485099211
chr1	163313210	163315710	0.7978778340879238	0.0	-0.8462949929639183
chr8	3351415	3353915	0.7683268031957785	0.0	-0.8223849227952484
chr7	141265981	141268481	0.7535512877497058	0.0	-0.8102796270549872
chr4	98817037	98819537	0.7387757723036332	0.0	-0.7980718986922235
chr4	129134999	129137499	0.7092247414114878	0.0	-0.7733421056171029
chr9	58249286	58251786	0.6944492259654151	0.0	-0.7608164072288843
chr3	124318855	124321355	0.6796737105193426	0.0	-0.7481810056619311
chr7	141443525	141446025	0.6648981950732699	0.0	-0.7354339623095478
chr6	38636742	38639242	0.6353471641811246	0.0	-0.7095969347302951
chr6	8192117	8194617	0.6353471641811246	0.0	-0.7095969347302951
chr9	90161069	90163569	0.6353471641811246	0.0	-0.7095969347302951
chr4	108095945	108098445	0.6205716487350519	0.0	-0.6965028065179404
chr11	84068761	84071261	0.6057961332889792	0.0	-0.6832887445598929
chr5	22344202	22346702	0.5910206178429065	0.0	-0.6699525314998731
chr17	83631395	83633895	0.5910206178429065	0.0	-0.6699525314998731
chr2	164443387	164445887	0.5910206178429065	0.0	-0.6699525314998731
chr6	116673452	116675952	0.5319185560586159	0.0	-0.6153395988988482
chr19	31764533	31767033	0.4875920097203979	0.0	-0.572978903958131
chr17	46282526	46285026	0.4875920097203979	0.0	-0.572978903958131
chr6	3399072	3401572	0.4875920097203979	0.0	-0.572978903958131
chrX	103821483	103823983	0.4580409788282525	0.0	-0.5440312677591561
chr9	88546020	88548520	0.4432654633821799	0.0	-0.5293366826990843
chr19	23447942	23450442	0.4137144324900346	0.0	-0.4994907280412823
chr18	23413135	23415635	0.4137144324900346	0.0	-0.4994907280412823
chr14	77034772	77037272	0.3989389170439619	0.0	-0.48433297036424894
chr3	108086151	108088651	0.3841634015978892	0.0	-0.46901426433289684
chr15	64921796	64924296	0.3841634015978892	0.0	-0.46901426433289684
chr8	45410580	45413080	0.3546123707057439	0.0	-0.4378800760320704
chr2	71979240	71981740	0.3250613398135986	0.0	-0.40605914654116276
chr2	152960485	152962985	0.2955103089214532	0.0	-0.3735204956960725
chr11	118401592	118404092	0.2955103089214532	0.0	-0.3735204956960725
chr17	32809431	32811931	0.2955103089214532	0.0	-0.3735204956960725
chr9	34483894	34486394	0.2659592780293079	0.0	-0.34023099850238764
chrX	16911274	16913774	0.2511837625832352	0.0	-0.32329369509753864
chrX	58020700	58023200	0.2364082471371626	0.0	-0.3061551824600231
chr3	96179151	96181651	0.2068572162450173	0.0	-0.27125500036772
chr1	194616218	194618718	0.1625306699067993	0.0	-0.21726877793144034
chr12	112718455	112720955	0.1329796390146539	0.0	-0.1801219344536326
chrX	82946870	82949370	0.0591020617842906	0.0	-0.08284162326334535
chrX	168793099	168795599	0.0591020617842906	0.0	-0.08284162326334535
chr18	72350569	72353069	0.0	0.0	0.0
