chr	start	end	bg_mean	bm_mean	log2_fold_change
chr15	84667620	84670120	1.669633245406211	0.0	-1.416641557876512
chr7	128521616	128524116	2.556164172170571	8.410384395061298	1.4039317268425267
chr7	78737512	78740012	2.290204894141263	7.631645099222289	1.3914581187374329
chr11	78463697	78466197	2.807347934753806	8.955501902148605	1.3867076338899658
chr5	138996870	138999370	1.7730618535287197	6.229914366712072	1.3824987633130972
chr7	97079586	97082086	1.4775515446072665	5.451175070873063	1.3806468964902574
chr8	3351415	3353915	0.7683268031957785	3.582200760859441	1.3736557463124799
chr6	56651987	56654487	1.0490615966711592	4.205192197530649	1.3449880811236101
chr8	86580186	86582686	1.5218780909454843	0.0	-1.3344985366338833
chr10	117627500	117630000	3.915511593209256	11.369593719249533	1.3313846342978892
chr7	126200001	126202501	3.294939944474204	9.734241197987611	1.3215103472692766
chr1	106859173	106861673	1.492327060053339	0.0	-1.3174934010088366
chr1	84695721	84698221	1.063837112117232	4.127318267946748	1.3128753420307926
chrX	71048240	71050740	1.0342860812250865	3.893696479195045	1.2664020448284898
chr6	23132486	23134986	1.3888984519308305	0.0	-1.2563455285495593
chr19	4876668	4879168	5.688573446737975	14.951794480108974	1.2539482798577442
chr4	43056953	43059453	1.3297963901465395	0.0	-1.220203877728772
chr17	26939253	26941753	6.944492259654152	2.414091817100928	-1.2184531603547573
chr1	133920914	133923414	1.8321639153130105	5.529049000456964	1.2049681031551895
chr3	137619612	137622112	1.2854698438083216	0.0	-1.1924907830744302
chr15	103537503	103540003	1.2854698438083216	0.0	-1.1924907830744302
chr6	37299684	37302184	3.191511336351695	8.488258324645198	1.1786727574754006
chr19	5118060	5120560	1.4332249982690484	4.438813986282352	1.160422353569294
chr16	90384013	90386513	1.226367782024031	3.971570408778946	1.1590097025710224
chr11	84878148	84880648	2.2163273169108995	0.4672435775034054	-1.1323058400632895
chr3	25143761	25146261	1.182041235685813	0.0	-1.1256783656199563
chr1	125912601	125915101	1.1672657202397403	0.0	-1.1158760476495977
chr4	127167204	127169704	1.1672657202397403	0.0	-1.1158760476495977
chr6	55449978	55452478	1.4775515446072665	0.1557478591678018	-1.1000883822760046
chr1	84363680	84366180	1.1229391739015224	0.0	-1.086063035978209
chr2	160366565	160369065	11.03731003821628	24.374539959760984	1.0758686355247107
chr9	51763337	51765837	1.2706943283622492	0.0778739295839009	-1.0749450620827725
chr7	89630392	89632892	1.0786126275633043	0.0	-1.055620921079852
chr10	28072820	28075320	1.0786126275633043	0.0	-1.055620921079852
chr2	148443063	148445563	1.063837112117232	0.0	-1.0453291108706584
chr5	105293198	105295698	1.063837112117232	0.0	-1.0453291108706584
chr4	63212004	63214504	1.3002453592543943	3.737948620027244	1.0424747968817099
chr13	94055796	94058296	4.698613911851107	10.590854423410525	1.024303962246775
chr18	9210163	9212663	2.2163273169108995	5.529049000456964	1.0214586357662212
chr2	24762652	24765152	1.1672657202397403	0.0778739295839009	-1.0076876003572288
chr8	117156135	117158635	3.206286851797768	7.398023310470586	0.9975025532729197
chr19	34640243	34642743	0.9751840194407958	0.0	-0.9819870692731724
chr8	105496402	105498902	0.9456329885486504	0.0	-0.9602395952490255
chr7	57417692	57420192	0.9456329885486504	0.0	-0.9602395952490255
chr15	98870704	98873204	5.673797931291903	11.758963367169036	0.934931208125429
chr18	79108891	79111391	3.2801644290281318	7.164401521718883	0.9316809142146673
chr17	78906492	78908992	0.9013064422104324	0.0	-0.9269910764512452
chr1	40223080	40225580	0.9013064422104324	0.0	-0.9269910764512452
chr1	163313210	163315710	0.7978778340879238	2.414091817100928	0.9252068651366322
chr8	45410580	45413080	0.3546123707057439	1.557478591678018	0.9168420873757861
chr5	120503125	120505625	2.0537966470041003	4.750309704617955	0.9130356639819075
chr13	12106445	12108945	0.8717554113182872	0.0	-0.9043919253420859
chr1	36943166	36945666	0.8569798958722145	0.0	-0.8929581963813252
chr10	60752294	60754794	3.2801644290281318	6.9307797329671805	0.8897964937890224
chr14	54577058	54579558	1.7435108226365743	3.971570408778946	0.8576783721487934
chr13	74808310	74810810	1.403673967376903	3.348578972107739	0.8553028111426072
chr2	121270907	121273407	1.935592523435519	0.6229914366712073	-0.8549963401165284
chr16	4637941	4640441	2.3197559250334083	4.983931493369658	0.8500164830223153
chr5	88884486	88886986	0.9160819576565052	0.0778739295839009	-0.8299708243118893
chr4	155837680	155840180	3.117633759121332	1.3238568029263154	-0.8252943439052142
chr16	35936470	35938970	1.4184494828229757	3.270705042523838	0.8203918585473648
chr2	164443387	164445887	0.5910206178429065	1.7911003804297208	0.8108814795913062
chr8	105965597	105968097	3.590450253395657	1.635352521261919	-0.8006397083369275
chr1	131137840	131140340	3.6200012842878015	7.008653662551081	0.7936664783833994
chr18	24706623	24709123	3.0142051509988232	1.3238568029263154	-0.7885931773464729
chr6	83163920	83166420	2.49706211038628	4.983931493369658	0.7749502391400751
chr4	129134999	129137499	0.7092247414114878	0.0	-0.7733421056171029
chr1	72822503	72825003	3.708654376964239	7.008653662551081	0.7662449007548602
chr2	27027498	27029998	3.073307212783114	5.762670789208667	0.7313924963222408
chr1	89930679	89933179	0.9160819576565052	0.1557478591678018	-0.7293325813824315
chr6	8192117	8194617	0.6353471641811246	0.0	-0.7095969347302951
chr7	126246862	126249362	1.1377146893475951	0.3114957183356036	-0.7048562186167768
chr4	108095945	108098445	0.6205716487350519	0.0	-0.6965028065179404
chr7	74554280	74556780	3.38359303715064	1.71322645084582	-0.6921044053614704
chr11	84068761	84071261	0.6057961332889792	0.0	-0.6832887445598929
chr9	59537540	59540040	3.117633759121332	5.529049000456964	0.6650573530306636
chr15	103501034	103503534	5.93975720932121	9.734241197987611	0.6292631154573258
chr7	142387538	142390038	1.5218780909454843	2.8813353946043336	0.6220545682816941
chr13	74007407	74009907	2.9255520583223875	1.557478591678018	-0.6181733939844465
chr6	116673452	116675952	0.5319185560586159	0.0	-0.6153395988988482
chr3	124318855	124321355	0.6796737105193426	1.557478591678018	0.6065411577459254
chr6	3399072	3401572	0.4875920097203979	0.0	-0.572978903958131
chr15	39196261	39198761	1.580980152729775	2.8034614650204324	0.5593939409681064
chr7	101315086	101317586	2.231102832356972	3.737948620027244	0.5522358873490877
chr12	79295804	79298304	4.32922602569929	2.6477136058526307	-0.5469335595169066
chr2	27884425	27886925	4.521307726498235	7.008653662551081	0.5365497200300824
chr3	54915387	54917887	2.748245872969516	4.360940056698451	0.5162704114169785
chr9	27297204	27299704	7.993553856325311	11.758963367169036	0.504547895567296
chr2	152103516	152106016	2.4231845331559168	3.737948620027244	0.46892348795831684
chr8	95674980	95677480	1.1229391739015224	0.5451175070873063	-0.45834647587726285
chr4	59579563	59582063	5.186205921571505	3.5043268312755407	-0.45774334521751336
chr5	3802425	3804925	0.8274288649800692	1.4796046620941172	0.4402948731098262
chr5	113015291	113017791	2.49706211038628	3.737948620027244	0.4381191339885801
chr4	128805545	128808045	1.536653606391557	2.414091817100928	0.42857533296777606
chr2	152960485	152962985	0.2955103089214532	0.0	-0.3735204956960725
chr9	3530778	3533278	2.393633502263772	3.348578972107739	0.3577132658649065
chr17	45553703	45556203	3.4426950989349305	4.672435775034054	0.352533236435912
chr17	32809431	32811931	0.2955103089214532	0.6229914366712073	0.32513489217220576
chrX	58020700	58023200	0.2364082471371626	0.0	-0.3061551824600231
chr3	96179151	96181651	0.2068572162450173	0.0	-0.27125500036772
chr13	55513176	55515676	4.181470871238564	5.217553282121361	0.26298526998565747
chr1	194616218	194618718	0.1625306699067993	0.0	-0.21726877793144034
chrX	16911274	16913774	0.2511837625832352	0.0778739295839009	-0.21510524780516976
chr4	116150838	116153338	2.231102832356972	1.7911003804297208	-0.21119265513285057
chr7	110625661	110628161	3.812082985086747	4.516687915866252	0.19714084596861078
chr17	46282526	46285026	0.4875920097203979	0.7008653662551081	0.19329004355501772
chr12	112718455	112720955	0.1329796390146539	0.0	-0.1801219344536326
chr16	74411325	74413825	3.782531954194602	4.360940056698451	0.16471139582729474
chr19	60753987	60756487	5.540818292277248	6.307788296295973	0.15996370418812483
chr13	76382535	76385035	1.9946945852198097	1.71322645084582	-0.14239941423797922
chr2	168281236	168283736	1.4775515446072665	1.635352521261919	0.0890808861993431
chr2	104711669	104714169	2.511837625832353	2.7255875354365315	0.08524181888531789
chrX	82946870	82949370	0.0591020617842906	0.0	-0.08284162326334535
chrX	168793099	168795599	0.0591020617842906	0.0	-0.08284162326334535
chr11	98410470	98412970	0.8422043804261419	0.9344871550068108	0.07051802151062893
chr2	129590835	129593335	3.1028582436752594	2.9592093241882345	-0.05141696411375218
chr11	32221800	32224300	1.1377146893475951	1.0902350141746129	-0.032404156357182703
chr3	108086151	108088651	0.3841634015978892	0.3893696479195045	0.005416221431389085
chr18	72350569	72353069	0.0	0.0	0.0
